,МАРКА,t вып-обр,t под током,t продувка,ПСН гр.,чист расход C,чист расход Cr,чист расход Mn,чист расход Si,чист расход V,температура первая,температура последняя,Ar (интенс.),N2 (интенс.),эл. энергия (интенс.),произв жидкая сталь,расход газ Ar,расход газ  N2,сыпуч известь РП,сыпуч кокс пыль УСТК,сыпуч  кокс. мелочь КМ1,сыпуч  шпат плав.,ферспл CaC2,ферспл  FeV-80,ферспл  Mn5Si65Al0.5,ферспл  ферванит,эл. энергия,химсталь первый Al_1,химсталь первый C_1,химсталь первый Cr_1,химсталь первый Mn_1,химсталь первый Mo_1,химсталь первый N_1,химсталь первый Ni_1,химсталь первый P_1,химсталь первый S_1,химсталь первый Si_1,химсталь первый Ti_1,химсталь первый V_1,химсталь последний Al,химсталь последний C,химсталь последний Ca,химсталь последний Cr,химсталь последний Cu,химсталь последний Mn,химсталь последний Mo,химсталь последний N,химсталь последний Ni,химсталь последний P,химсталь последний S,химсталь последний Si,химсталь последний Ti,химсталь последний V,химшлак первый Al2O3_1,химшлак первый CaO_1,химшлак первый FeO_1,химшлак первый MgO_1,химшлак первый MnO_1,химшлак первый R_1,химшлак первый SiO2_1,химшлак последний Al2O3,химшлак последний CaO,химшлак последний FeO,химшлак последний MgO,химшлак последний MnO,химшлак последний R,химшлак последний SiO2
6543,Э76ХФ,5.0,19.7333333,42.6666667,2.7138554,0.30558320000000005,0.113652,0.17293599999999998,0.156252,0.0405823,1572.0,1580.0,12.6161719,12.753919450000001,12958.7837838,119.3,17.942999999999998,9.586500000000001,0.161,0.05,0.307,0.075,0.02,0.051396000000000004,0.16399999999999998,0.025174000000000002,4262.0,0.002,0.521,0.325,0.637,0.006,0.01,0.059000000000000004,0.008,0.021,0.431,0.002,0.003,0.003,0.769,0.0001,0.419,0.09699999999999999,0.787,0.005,0.011000000000000001,0.06,0.009000000000000001,0.015,0.5539999999999999,0.003,0.037000000000000005,3.2,50.1,0.7,13.5,0.12,2.2,22.6,3.3,51.2,0.5,14.9,0.11,2.2,23.4
6544,Э76ХФ,9.0,20.9833333,43.5166667,2.8807767,0.26819499999999996,0.12915,0.199762,0.14724500000000001,0.0397256,1556.0,1581.0,13.564705900000002,12.753919450000001,13184.7498014,113.2,19.601,9.586500000000001,0.223,0.05,0.257,0.076,0.02,0.050311,0.139,0.025174000000000002,4611.0,0.002,0.55,0.309,0.608,0.01,0.012,0.084,0.006999999999999999,0.022000000000000002,0.44,0.002,0.003,0.003,0.7559999999999999,0.0003,0.41600000000000004,0.111,0.784,0.009000000000000001,0.011000000000000001,0.084,0.008,0.013999999999999999,0.564,0.003,0.037000000000000005,2.6,48.2,0.6,16.5,0.19,2.0,24.5,3.5,54.9,0.5,12.1,0.16,2.1,26.4
6545,Э76ХФ,8.0,24.5833333,54.8333333,2.2245439,0.3207486,0.131446,0.17932599999999999,0.161327,0.0386407,1585.0,1577.0,7.944072900000001,12.753919450000001,12466.9830508,113.9,7.26,9.586500000000001,0.36,0.151,0.235,0.11699999999999999,0.02,0.048937,0.16899999999999998,0.025174000000000002,5108.0,0.001,0.503,0.303,0.617,0.006,0.011000000000000001,0.065,0.006999999999999999,0.026000000000000002,0.41200000000000003,0.002,0.003,0.002,0.757,0.0002,0.41600000000000004,0.1,0.7809999999999999,0.005,0.009000000000000001,0.065,0.008,0.018000000000000002,0.55,0.003,0.038,2.8,50.5,0.5,16.9,0.13,2.0,25.6,3.3,55.7,0.3,11.6,0.11,2.1,26.3
6546,Э76ХФ,22.0,21.0,41.8333333,2.0,0.32514440000000006,0.152684,0.228186,0.184161,0.0396971,1559.0,1572.0,14.596494,12.753919450000001,13217.142857100001,116.9,20.354,9.586500000000001,0.191,0.05,0.322,0.075,0.02,0.050275,0.183,0.025174000000000002,4626.0,0.001,0.532,0.29600000000000004,0.59,0.006999999999999999,0.011000000000000001,0.07400000000000001,0.006,0.023,0.413,0.002,0.003,0.003,0.768,0.0001,0.42,0.11,0.7909999999999999,0.006,0.011000000000000001,0.07400000000000001,0.006999999999999999,0.013999999999999999,0.568,0.003,0.037000000000000005,2.7,48.7,0.8,15.1,0.32,1.9,25.6,3.4,54.1,0.3,11.9,0.1,2.1,25.5
6547,Э76ХФ,16.0,16.033333300000002,42.3666667,2.9642715,0.29198559999999996,0.13431600000000002,0.159806,0.129527,0.0394974,1585.0,1582.0,12.820067199999999,12.753919450000001,13138.8773389,112.9,18.03,9.586500000000001,0.161,0.05,0.287,0.075,0.02,0.050022000000000004,0.129,0.025174000000000002,3511.0,0.002,0.528,0.299,0.627,0.005,0.01,0.054000000000000006,0.006999999999999999,0.017,0.43,0.002,0.003,0.003,0.7759999999999999,0.0001,0.423,0.084,0.787,0.004,0.01,0.055,0.008,0.012,0.5660000000000001,0.003,0.038,3.4,52.3,1.1,15.0,0.12,2.1,24.7,3.5,51.5,0.4,9.8,0.08,2.4,21.6
6548,Другие,4.0,26.6666667,44.7,3.4983957,0.49653,0.12108599999999999,0.27736,0.132604,0.021447900000000002,1579.0,1620.0,15.068069099999999,12.753919450000001,14249.25,117.0,22.284000000000002,9.586500000000001,0.16699999999999998,0.05,0.5589999999999999,0.059000000000000004,0.02,0.027163,0.084,0.025174000000000002,6333.0,0.002,0.402,0.067,0.9279999999999999,0.008,0.009000000000000001,0.055999999999999994,0.008,0.018000000000000002,0.265,0.001,0.002,0.002,0.7170000000000001,0.0003,0.068,0.083,1.092,0.006999999999999999,0.011000000000000001,0.055,0.008,0.015,0.34,0.002,0.02,3.2,51.9,0.5,13.0,0.12,2.6,19.9,4.3,57.2,0.8,10.6,0.11,2.5,22.5
6549,Другие,5.0,21.1166667,44.533333299999995,2.0564289000000002,0.43037,0.12108599999999999,0.183612,0.12627,0.0203622,1600.0,1595.0,12.720814500000001,12.753919450000001,12425.256511399999,111.8,18.742,9.586500000000001,0.14,0.05,0.48100000000000004,0.06,0.02,0.025788,0.114,0.025174000000000002,4373.0,0.002,0.426,0.064,0.997,0.004,0.009000000000000001,0.052000000000000005,0.006999999999999999,0.017,0.267,0.001,0.002,0.003,0.768,0.0005,0.065,0.086,1.1520000000000001,0.004,0.011000000000000001,0.051,0.008,0.013000000000000001,0.369,0.002,0.02,2.7,52.5,0.6,15.8,0.17,2.4,22.0,3.2,57.8,0.5,11.5,0.11,2.3,24.8
6550,Другие,7.0,22.533333300000002,42.716666700000005,3.1250445,0.45930129999999997,0.12108599999999999,0.18406,0.14748599999999998,0.020918,1597.0,1593.0,10.8760459,12.753919450000001,13047.3372781,114.4,14.731,9.586500000000001,0.15,0.05,0.473,0.049,0.02,0.026512,0.146,0.025174000000000002,4900.0,0.002,0.41200000000000003,0.067,0.9990000000000001,0.004,0.008,0.051,0.008,0.017,0.264,0.001,0.002,0.002,0.7709999999999999,0.0004,0.068,0.081,1.155,0.003,0.011000000000000001,0.051,0.009000000000000001,0.015,0.365,0.002,0.02,3.0,57.6,0.5,13.8,0.1,2.5,22.8,3.3,56.4,0.8,11.7,0.2,2.3,24.5
6554,Другие,22.0,21.15,49.9,2.3798311,0.40518000000000004,0.12108599999999999,0.23383600000000002,0.19153699999999999,0.0207105,1599.0,1520.0,10.2639451,12.753919450000001,12660.992907799999,112.2,17.041,9.586500000000001,0.32899999999999996,0.05,0.44799999999999995,0.025,0.02,0.026258999999999998,0.195,0.025174000000000002,4463.0,0.001,0.47200000000000003,0.059000000000000004,0.953,0.005,0.009000000000000001,0.067,0.008,0.021,0.217,0.001,0.002,0.002,0.77,0.0002,0.06,0.08800000000000001,1.146,0.005,0.011000000000000001,0.067,0.009000000000000001,0.018000000000000002,0.363,0.002,0.02,3.5,47.9,1.3,16.8,0.99,1.9,25.0,3.4,54.2,0.5,12.5,0.16,2.1,26.4
6556,Другие,45.0,17.783333300000002,40.85,2.9217619999999997,0.39821409999999996,0.12108599999999999,0.22460300000000002,0.16756300000000002,0.0205393,1579.0,1585.0,12.8760599,12.753919450000001,13006.5604499,117.1,17.211,9.586500000000001,0.223,0.05,0.434,0.07200000000000001,0.02,0.026042000000000003,0.163,0.025174000000000002,3855.0,0.002,0.488,0.069,0.971,0.003,0.006999999999999999,0.051,0.009000000000000001,0.018000000000000002,0.253,0.001,0.003,0.002,0.7659999999999999,0.0002,0.07,0.08900000000000001,1.157,0.003,0.01,0.051,0.01,0.015,0.38,0.002,0.02,3.0,51.4,1.2,17.0,0.62,2.2,23.5,3.3,55.7,0.4,12.4,0.14,2.1,26.2
6559,Другие,5.0,18.8166667,44.85,3.0,0.31898000000000004,0.12108599999999999,0.170801,0.125521,0.0198256,1580.0,1590.0,11.3575577,12.753919450000001,13130.912311799999,111.2,16.948,9.586500000000001,0.213,0.05,0.344,0.049,0.02,0.025137,0.121,0.025174000000000002,4118.0,0.002,0.518,0.064,1.0070000000000001,0.003,0.009000000000000001,0.048,0.008,0.016,0.282,0.001,0.003,0.003,0.763,0.0001,0.065,0.07,1.149,0.002,0.01,0.048,0.009000000000000001,0.011000000000000001,0.36700000000000005,0.002,0.02,2.8,53.1,1.3,22.5,0.48,2.2,24.2,3.3,55.0,0.4,13.1,0.16,2.1,26.1
6560,Э76ХФ,9.0,28.85,43.033333299999995,5.667955200000001,0.2836744,0.152684,0.17213,0.152306,0.038111599999999995,1546.0,1626.0,9.525639,12.753919450000001,14801.386481799998,112.6,13.664000000000001,9.586500000000001,0.09699999999999999,0.05,0.273,0.031,0.02,0.048322000000000004,0.162,0.025174000000000002,7117.0,0.002,0.5529999999999999,0.28800000000000003,0.644,0.005,0.008,0.055,0.006,0.019,0.433,0.002,0.003,0.003,0.769,0.0003,0.415,0.087,0.794,0.005,0.009000000000000001,0.055999999999999994,0.006999999999999999,0.012,0.547,0.003,0.036000000000000004,2.5,49.9,0.8,13.6,0.14,2.4,21.1,3.2,56.5,0.6,11.5,0.13,2.2,26.2
6561,Э76ХФ,6.0,16.6666667,43.6833333,2.3723403999999997,0.35887440000000004,0.181384,0.24229299999999998,0.220165,0.039994199999999994,1644.0,1612.0,18.3413201,12.753919450000001,12783.6,118.0,26.706999999999997,9.586500000000001,0.268,0.05,0.358,0.027000000000000003,0.02,0.050709,0.237,0.025174000000000002,3551.0,0.002,0.49700000000000005,0.27,0.588,0.006,0.005,0.059000000000000004,0.008,0.019,0.391,0.001,0.003,0.003,0.753,0.0005,0.41600000000000004,0.09300000000000001,0.797,0.005,0.01,0.06,0.008,0.013999999999999999,0.564,0.002,0.037000000000000005,3.1,49.9,0.9,20.6,0.27,2.0,24.8,3.4,55.4,0.5,12.4,0.16,2.1,26.1
6562,Э76ХФ,9.0,24.6833333,46.85,3.0,0.27346020000000004,0.16301600000000002,0.196503,0.172623,0.0384539,1568.0,1600.0,14.9186766,12.753919450000001,12652.261985100002,110.9,23.298,9.586500000000001,0.17300000000000001,0.05,0.253,0.038,0.02,0.048756,0.183,0.025174000000000002,5205.0,0.001,0.565,0.284,0.613,0.004,0.013000000000000001,0.057999999999999996,0.006999999999999999,0.021,0.423,0.001,0.003,0.002,0.769,0.0003,0.41600000000000004,0.10400000000000001,0.792,0.005,0.009000000000000001,0.061,0.008,0.013000000000000001,0.547,0.002,0.039,2.8,48.2,0.6,20.9,0.28,2.0,24.7,3.2,54.5,0.5,11.0,0.13,2.2,25.9
6563,Э76ХФ,1.0,27.366666700000003,71.3666667,2.6412729,0.3209212,0.15038800000000002,0.202378,0.181346,0.0389389,1597.0,1603.0,10.5494629,12.753919450000001,12133.008526200001,113.3,25.096,9.586500000000001,0.135,0.05,0.298,0.064,0.02,0.049371,0.19399999999999998,0.025174000000000002,5534.0,0.002,0.536,0.292,0.609,0.006,0.006999999999999999,0.067,0.008,0.021,0.423,0.001,0.003,0.002,0.7809999999999999,0.0003,0.42,0.113,0.7829999999999999,0.006,0.008,0.068,0.008,0.016,0.5529999999999999,0.002,0.038,2.8,48.7,0.7,29.6,0.15,2.1,23.7,4.4,54.7,0.4,12.4,0.18,2.2,25.0
6564,Э76ХФ,37.0,19.716666699999998,39.7,3.189257,0.2640192,0.16359,0.194502,0.19203800000000001,0.039937400000000005,1535.0,1580.0,11.111376199999999,12.753919450000001,13252.7472527,117.1,14.488,9.586500000000001,0.086,0.05,0.226,0.03,0.02,0.050637,0.214,0.025174000000000002,4355.0,0.002,0.5479999999999999,0.285,0.62,0.009000000000000001,0.008,0.083,0.006999999999999999,0.018000000000000002,0.429,0.001,0.003,0.002,0.748,0.0003,0.41700000000000004,0.1,0.79,0.009000000000000001,0.009000000000000001,0.084,0.008,0.013999999999999999,0.552,0.002,0.038,3.0,49.3,1.2,22.8,0.62,2.1,23.3,3.9,54.6,0.4,12.7,0.17,2.2,25.8
6565,Э76ХФ,36.0,21.8,39.6666667,2.7973422,0.27743720000000005,0.11939200000000001,0.128842,0.17633,0.039595099999999994,1547.0,1581.0,13.1224576,12.753919450000001,12613.7614679,114.4,17.205,9.586500000000001,0.15,0.05,0.273,0.049,0.02,0.050203,0.218,0.025174000000000002,4583.0,0.002,0.5379999999999999,0.318,0.6759999999999999,0.008,0.006999999999999999,0.07,0.009000000000000001,0.019,0.42700000000000005,0.002,0.004,0.002,0.762,0.0006,0.41700000000000004,0.10099999999999999,0.79,0.008,0.009000000000000001,0.071,0.01,0.013999999999999999,0.57,0.003,0.039,3.5,46.7,2.5,19.8,0.53,1.9,24.5,3.9,52.7,0.9,17.1,0.16,2.2,24.5
6566,Э76ХФ,33.0,17.95,40.6833333,3.0,0.34157220000000005,0.133742,0.16999,0.190366,0.0397087,1554.0,1581.0,10.9924621,12.753919450000001,13156.545961,117.7,14.907,9.586500000000001,0.126,0.05,0.348,0.038,0.02,0.050347,0.222,0.025174000000000002,3936.0,0.001,0.499,0.305,0.638,0.009000000000000001,0.006999999999999999,0.08199999999999999,0.008,0.021,0.40700000000000003,0.002,0.003,0.003,0.759,0.0004,0.41700000000000004,0.11900000000000001,0.785,0.009000000000000001,0.009000000000000001,0.08199999999999999,0.009000000000000001,0.016,0.561,0.003,0.038,3.3,50.9,0.7,20.5,0.24,2.1,24.1,3.7,50.6,0.5,20.7,0.1,2.2,24.4
6567,Э76ХФ,27.0,15.016666699999998,41.2,3.0,0.2077946,0.12283599999999999,0.106504,0.137896,0.0384539,1585.0,1577.0,13.523301000000002,12.753919450000001,11790.8990011,112.6,18.572,9.586500000000001,0.126,0.07,0.17800000000000002,0.09300000000000001,0.02,0.048756,0.168,0.025174000000000002,2951.0,0.002,0.607,0.312,0.6890000000000001,0.006999999999999999,0.006,0.068,0.009000000000000001,0.017,0.45799999999999996,0.003,0.004,0.003,0.772,0.0004,0.415,0.109,0.785,0.006999999999999999,0.008,0.07,0.01,0.012,0.555,0.003,0.037000000000000005,3.3,55.2,0.5,17.5,0.13,2.4,23.5,3.3,55.9,0.6,11.9,0.16,2.2,25.6
6568,Э76ХФ,25.0,17.0166667,48.533333299999995,3.0,0.2257944,0.09528400000000001,0.092203,0.166771,0.0380832,1580.0,1578.0,17.790212699999998,12.753919450000001,12182.1743389,111.7,28.578000000000003,9.586500000000001,0.126,0.05,0.215,0.061,0.02,0.048286,0.21899999999999997,0.025174000000000002,3455.0,0.002,0.596,0.33799999999999997,0.7040000000000001,0.013999999999999999,0.008,0.105,0.011000000000000001,0.019,0.44299999999999995,0.002,0.012,0.003,0.768,0.0005,0.415,0.114,0.7929999999999999,0.013999999999999999,0.009000000000000001,0.105,0.011000000000000001,0.013000000000000001,0.5720000000000001,0.003,0.039,3.5,51.8,0.5,19.6,0.18,2.2,23.3,3.4,50.5,1.0,20.2,0.21,2.2,24.8
6569,Э76ХФ,8.0,13.85,42.533333299999995,3.0,0.3031192,0.13661199999999998,0.19542400000000001,0.204911,0.039138400000000004,1593.0,1580.0,10.9706897,12.753919450000001,12368.2310469,116.0,15.554,9.586500000000001,0.054000000000000006,0.05,0.299,0.038,0.02,0.049624,0.22899999999999998,0.025174000000000002,2855.0,0.001,0.547,0.297,0.62,0.008,0.009000000000000001,0.083,0.008,0.021,0.409,0.001,0.003,0.003,0.757,0.0003,0.419,0.11900000000000001,0.795,0.008,0.01,0.08199999999999999,0.008,0.013000000000000001,0.5670000000000001,0.003,0.038,3.3,49.0,0.6,22.9,0.23,1.9,25.2,3.1,44.8,0.6,24.5,0.2,2.2,23.4
6570,Э76ХФ,11.0,14.3,40.3333333,3.0,0.3076798,0.141778,0.18703599999999998,0.169406,0.0399658,1587.0,1577.0,9.3302479,12.753919450000001,12293.706293700001,117.0,12.544,9.586500000000001,0.07,0.05,0.304,0.046,0.02,0.050673,0.17800000000000002,0.025174000000000002,2930.0,0.002,0.542,0.29600000000000004,0.624,0.008,0.01,0.07400000000000001,0.008,0.02,0.423,0.002,0.003,0.002,0.755,0.0003,0.41600000000000004,0.10800000000000001,0.7909999999999999,0.008,0.011000000000000001,0.075,0.009000000000000001,0.013999999999999999,0.561,0.003,0.038,3.5,52.4,0.6,19.6,0.14,2.1,24.9,3.2,56.2,0.7,12.5,0.16,2.2,25.6
6571,Э76ХФ,9.0,14.133333300000002,40.0,3.0,0.306699,0.16359,0.18382,0.165874,0.0398798,1595.0,1581.0,12.31575,12.753919450000001,12379.245283,119.4,16.421,9.586500000000001,0.126,0.05,0.299,0.081,0.02,0.050564,0.174,0.025174000000000002,2916.0,0.002,0.5429999999999999,0.285,0.635,0.005,0.009000000000000001,0.061,0.008,0.02,0.434,0.001,0.003,0.003,0.7609999999999999,0.0003,0.414,0.091,0.795,0.006,0.011000000000000001,0.062,0.008,0.012,0.563,0.003,0.037000000000000005,3.4,52.4,0.7,20.5,0.13,2.1,24.6,3.3,52.2,0.4,13.2,0.09,2.2,25.4
6572,Э76ХФ,11.0,16.966666699999998,44.3666667,2.0,0.26621849999999997,0.118244,0.143792,0.1745,0.038796199999999996,1583.0,1571.0,12.1535666,12.753919450000001,12200.3929273,114.1,17.464000000000002,9.586500000000001,0.087,0.05,0.243,0.038,0.02,0.04919,0.204,0.025174000000000002,3450.0,0.002,0.581,0.315,0.662,0.01,0.009000000000000001,0.081,0.008,0.016,0.445,0.002,0.004,0.003,0.7829999999999999,0.0004,0.41700000000000004,0.1,0.789,0.01,0.011000000000000001,0.08199999999999999,0.009000000000000001,0.012,0.5589999999999999,0.003,0.038,2.8,55.7,0.3,13.6,0.09,2.2,25.8,3.4,52.0,0.7,15.5,0.21,2.2,25.5
6573,Э76ХФ,11.0,15.666666699999999,40.85,2.0,0.2861532,0.113652,0.14774,0.15319000000000002,0.03888130000000001,1587.0,1581.0,13.309337699999999,12.753919450000001,12228.510638299998,115.1,17.975,9.586500000000001,0.076,0.05,0.284,0.06,0.02,0.049298,0.17,0.025174000000000002,3193.0,0.002,0.54,0.322,0.655,0.006999999999999999,0.009000000000000001,0.075,0.009000000000000001,0.02,0.444,0.002,0.004,0.003,0.755,0.0003,0.4,0.10800000000000001,0.802,0.008,0.011000000000000001,0.079,0.01,0.013999999999999999,0.5589999999999999,0.003,0.038,2.7,47.2,0.6,13.9,0.13,2.2,21.6,3.2,53.9,0.7,14.6,0.14,2.2,25.4
6574,Э76ХФ,8.0,12.7166667,42.0,1.7122852,0.30289540000000004,0.13259400000000002,0.15473399999999998,0.157115,0.0385681,1602.0,1582.0,15.4003578,12.753919450000001,12088.0733945,113.7,21.522,9.586500000000001,0.08800000000000001,0.05,0.301,0.05,0.02,0.0489,0.17300000000000001,0.025174000000000002,2562.0,0.002,0.539,0.304,0.647,0.006999999999999999,0.01,0.067,0.011000000000000001,0.02,0.44299999999999995,0.002,0.004,0.003,0.775,0.0003,0.41700000000000004,0.11199999999999999,0.78,0.006999999999999999,0.011000000000000001,0.068,0.012,0.012,0.556,0.003,0.036000000000000004,3.2,49.4,0.7,21.1,0.13,1.8,27.4,3.1,56.8,0.6,12.3,0.16,2.2,26.2
6575,Э76ХФ,6.0,14.833333300000001,44.05,1.1693735,0.32352,0.1435,0.19386,0.19503399999999999,0.0392314,1612.0,1575.0,14.3754824,12.753919450000001,11580.6741573,115.9,21.108,9.586500000000001,0.21800000000000005,0.05,0.32299999999999995,0.038,0.02,0.04966,0.214,0.025174000000000002,2863.0,0.002,0.526,0.302,0.614,0.006,0.009000000000000001,0.07200000000000001,0.009000000000000001,0.023,0.413,0.001,0.003,0.003,0.745,0.0003,0.414,0.11800000000000001,0.789,0.006999999999999999,0.011000000000000001,0.073,0.01,0.013999999999999999,0.5670000000000001,0.002,0.038,3.5,48.7,0.5,20.3,0.18,1.9,25.2,3.7,51.5,0.5,19.8,0.17,2.1,25.9
6576,Э76ХФ,9.0,16.0,44.6833333,3.0607547000000004,0.3672462,0.139482,0.18608,0.18364,0.0402884,1586.0,1580.0,14.7295964,12.753919450000001,13353.75,117.7,21.898000000000003,9.586500000000001,0.16,0.05,0.37799999999999995,0.077,0.02,0.050998,0.2,0.025174000000000002,3561.0,0.002,0.48700000000000004,0.304,0.636,0.012,0.01,0.099,0.01,0.027999999999999997,0.43,0.004,0.003,0.003,0.759,0.0004,0.418,0.127,0.7809999999999999,0.012,0.011000000000000001,0.098,0.01,0.015,0.5589999999999999,0.003,0.038,3.4,50.7,0.9,19.1,0.14,2.1,24.2,3.1,57.0,0.7,12.5,0.17,2.1,26.5
6577,Э76ХФ,11.0,17.5166667,41.533333299999995,2.0,0.2784482,0.099302,0.12329000000000001,0.125949,0.038431099999999996,1572.0,1578.0,11.2030498,12.753919450000001,12560.608943899999,111.5,15.51,9.586500000000001,0.153,0.05,0.278,0.08199999999999999,0.02,0.048647,0.139,0.025174000000000002,3667.0,0.002,0.5589999999999999,0.332,0.667,0.008,0.009000000000000001,0.079,0.009000000000000001,0.021,0.452,0.001,0.003,0.002,0.7609999999999999,0.0003,0.419,0.114,0.7759999999999999,0.006999999999999999,0.01,0.079,0.009000000000000001,0.013999999999999999,0.5489999999999999,0.002,0.038,3.0,53.5,0.5,18.1,0.12,2.1,24.9,3.1,56.1,0.6,12.0,0.16,2.1,26.1
6578,Э76ХФ,10.0,20.65,43.2,2.9509116,0.3304506,0.177366,0.211742,0.149263,0.0391745,1570.0,1587.0,7.2182918,12.753919450000001,13054.7215496,115.4,8.287,9.586500000000001,0.16399999999999998,0.155,0.23399999999999999,0.113,0.02,0.049588,0.13699999999999998,0.025174000000000002,4493.0,0.002,0.524,0.271,0.603,0.005,0.011000000000000001,0.06,0.006999999999999999,0.024,0.445,0.002,0.003,0.002,0.767,0.0003,0.419,0.1,0.7809999999999999,0.005,0.011000000000000001,0.061,0.006999999999999999,0.016,0.555,0.003,0.037000000000000005,2.7,55.6,0.3,13.9,0.16,2.1,26.1,2.8,57.0,0.5,11.0,0.08,2.2,26.0
6579,Э76ХФ,8.0,17.5,44.033333299999995,2.3180147,0.3251644,0.152684,0.177738,0.17538499999999999,0.039660400000000005,1593.0,1578.0,14.7004542,12.753919450000001,13062.857142899999,115.1,21.576999999999998,9.586500000000001,0.321,0.05,0.324,0.077,0.02,0.050203,0.191,0.025174000000000002,3810.0,0.002,0.518,0.28600000000000003,0.625,0.006,0.009000000000000001,0.069,0.006999999999999999,0.021,0.423,0.001,0.003,0.003,0.778,0.0003,0.39799999999999996,0.10300000000000001,0.7909999999999999,0.006,0.012,0.07200000000000001,0.008,0.012,0.561,0.003,0.039,3.2,49.3,0.5,20.1,0.29,1.9,26.3,3.3,54.9,0.5,12.2,0.14,2.1,26.5
6580,Э76ХФ,7.0,25.6166667,43.533333299999995,2.0,0.2750832,0.142352,0.178057,0.1559,0.0388885,1569.0,1618.0,15.5682941,12.753919450000001,14048.6662329,112.9,22.587,9.586500000000001,0.303,0.05,0.264,0.061,0.02,0.049226,0.162,0.025174000000000002,5998.0,0.001,0.547,0.294,0.623,0.01,0.009000000000000001,0.08800000000000001,0.006999999999999999,0.021,0.43700000000000006,0.002,0.003,0.003,0.7709999999999999,0.0005,0.41,0.11199999999999999,0.785,0.01,0.011000000000000001,0.08800000000000001,0.006999999999999999,0.011000000000000001,0.5589999999999999,0.003,0.038,3.1,50.8,1.1,18.8,0.2,2.0,25.8,2.9,55.4,0.6,13.0,0.14,2.1,27.0
6581,Э76ХФ,8.0,21.7333333,50.85,2.8086081000000003,0.3309158,0.16473800000000002,0.202123,0.17161099999999999,0.0402031,1597.0,1588.0,10.253097300000002,12.753919450000001,12892.6380368,116.3,17.379,9.586500000000001,0.19,0.05,0.32799999999999996,0.087,0.02,0.05089,0.179,0.025174000000000002,4670.0,0.001,0.52,0.278,0.606,0.006999999999999999,0.009000000000000001,0.069,0.006999999999999999,0.02,0.425,0.001,0.003,0.002,0.775,0.0002,0.414,0.102,0.787,0.006999999999999999,0.011000000000000001,0.07,0.006999999999999999,0.012,0.5589999999999999,0.003,0.038,3.0,55.1,0.3,13.5,0.11,2.1,26.3,2.9,53.4,0.6,12.8,0.15,2.1,26.6
6582,Э76ХФ,14.0,26.366666700000003,54.216666700000005,2.0,0.3193616,0.185976,0.200125,0.167189,0.0394889,1552.0,1593.0,8.9131263,12.753919450000001,13337.2945638,115.1,16.108,9.586500000000001,0.168,0.05,0.31,0.061,0.02,0.049986,0.17300000000000001,0.025174000000000002,5861.0,0.002,0.509,0.263,0.615,0.006,0.009000000000000001,0.061,0.005,0.017,0.426,0.002,0.003,0.002,0.775,0.0002,0.41600000000000004,0.105,0.777,0.006,0.011000000000000001,0.064,0.006,0.011000000000000001,0.5479999999999999,0.003,0.036000000000000004,2.8,50.0,0.5,14.3,0.13,2.1,24.1,3.3,56.2,0.9,14.1,0.13,2.3,24.5
6583,Э76ХФ,18.0,21.6333333,52.033333299999995,2.7561416000000003,0.33831999999999995,0.1722,0.248548,0.195492,0.0395174,1578.0,1588.0,7.326658599999999,12.753919450000001,13265.6394453,116.7,10.123,9.586500000000001,0.18899999999999997,0.05,0.33399999999999996,0.05,0.02,0.050022000000000004,0.196,0.025174000000000002,4783.0,0.001,0.506,0.276,0.575,0.006999999999999999,0.009000000000000001,0.068,0.006999999999999999,0.021,0.406,0.002,0.002,0.002,0.745,0.0002,0.418,0.10400000000000001,0.799,0.006999999999999999,0.01,0.069,0.006999999999999999,0.016,0.565,0.003,0.037000000000000005,2.7,51.1,1.1,17.2,0.15,2.0,26.0,2.7,54.8,0.7,12.2,0.14,2.1,27.1
6584,Э76ХФ,20.0,20.3833333,43.1833333,3.2457067000000004,0.30646940000000006,0.167034,0.18693800000000002,0.166738,0.0398602,1557.0,1571.0,11.3891162,12.753919450000001,13837.775960799998,115.0,16.394000000000002,9.586500000000001,0.207,0.05,0.298,0.076,0.02,0.050456,0.17800000000000002,0.025174000000000002,4701.0,0.001,0.541,0.27899999999999997,0.619,0.012,0.01,0.081,0.006,0.02,0.428,0.002,0.003,0.002,0.7709999999999999,0.0003,0.419,0.107,0.785,0.012,0.01,0.08199999999999999,0.006999999999999999,0.013000000000000001,0.568,0.003,0.038,2.9,50.8,1.1,18.0,0.24,1.9,26.2,2.9,54.5,0.7,13.0,0.14,2.1,27.0
6585,Э76ХФ,19.0,17.55,40.55,2.6544849999999998,0.3543082,0.185402,0.25855500000000003,0.21825100000000003,0.040488300000000005,1579.0,1578.0,10.774106,12.753919450000001,13360.683760700002,116.4,14.562999999999999,9.586500000000001,0.256,0.05,0.35100000000000003,0.05,0.02,0.051251,0.22699999999999998,0.025174000000000002,3908.0,0.001,0.504,0.26899999999999996,0.561,0.009000000000000001,0.009000000000000001,0.105,0.006,0.022000000000000002,0.38799999999999996,0.001,0.002,0.003,0.763,0.0003,0.42100000000000004,0.11199999999999999,0.7859999999999999,0.009000000000000001,0.01,0.10400000000000001,0.006999999999999999,0.015,0.563,0.003,0.038,2.7,48.7,0.4,16.5,0.27,1.8,27.1,3.3,51.5,0.5,15.3,0.15,2.0,26.1
