,ПСН гр.,чист расход C,чист расход Cr,чист расход Mn,чист расход Si,чист расход V,температура первая,температура последняя,Ar (интенс.),N2 (интенс.),эл. энергия (интенс.),произв жидкая сталь,произв количество обработок,произв  количество плавок,произв количество плавок (цел),расход газ Ar,расход газ  N2,расход C пров.,сыпуч известь РП,сыпуч кварцит,сыпуч кокс пыль УСТК,сыпуч  кокс. мелочь (сух.),сыпуч  кокс. мелочь КМ1,сыпуч  шпат плав.,ферспл CaC2
6663,2.0,0.3782937,0.097812,0.130365,0.193205,0.0399961,1578.0,1582.0,9.6765286,,12327.177700299999,115.2,1.0,1.0,1.0,12.265,,,0.226,,0.05,,0.401,0.071,0.02
6664,,0.4473927,0.12069200000000001,0.211811,0.264895,0.0387946,1574.0,1583.0,8.0297735,,12611.1627907,114.1,1.0,1.0,1.0,12.405999999999999,,0.01278,0.321,,0.05,,0.46399999999999997,,0.02
6665,3.0,0.3865442,0.106392,0.094434,0.160914,0.0382797,1578.0,1580.0,10.5531348,,12059.352518000002,112.5,1.0,1.0,1.0,7.481,,,0.124,,0.05,,0.41100000000000003,0.055,0.02
6666,2.0,0.42688820000000005,0.11783199999999999,0.165918,0.258902,0.0396813,1591.0,1576.0,12.183284599999999,,11923.902439,118.2,1.0,1.0,1.0,16.197,,,0.326,,0.05,,0.456,0.03,0.02
6667,2.7585335,0.4748192,0.134992,0.191876,0.24531599999999998,0.040053899999999996,1612.0,1582.0,20.278524800000003,,12027.7894737,118.3,1.0,1.0,1.0,29.325,,,0.355,,0.05,,0.511,,0.02
6668,2.7772455000000003,0.4999508,0.151008,0.244219,0.210527,0.0387661,1551.0,1577.0,11.2748447,,12178.3103655,116.9,1.0,1.0,1.0,17.642,,,0.162,,0.05,,0.537,0.042,0.02
6669,1.422782,0.41946459999999997,0.124696,0.153644,0.196936,0.0386229,1563.0,1584.0,15.275891399999999,,11314.285714299998,112.4,1.0,1.0,1.0,22.969,,,0.054000000000000006,,0.05,,0.446,0.039,0.02
6670,2.4927798,0.39204859999999997,0.13613599999999998,0.17968900000000002,0.162753,0.039624400000000004,1571.0,1577.0,12.4248935,,10930.750605299998,111.0,1.0,1.0,1.0,21.074,,,0.135,,0.05,,0.409,0.031,0.02
6671,2.8392139,0.4310021,0.138996,0.195069,0.199785,0.0405111,1566.0,1569.0,9.9874806,,12018.0045011,119.0,1.0,1.0,1.0,14.270999999999999,,,0.19399999999999998,,0.05,,0.456,0.036000000000000004,0.02
6672,3.4074074,0.433174,0.12584,0.171535,0.186319,0.0399392,1560.0,1573.0,10.7919252,,12375.6676558,117.1,1.0,1.0,1.0,16.038,,,0.201,,0.05,,0.462,0.04,0.02
6673,3.6212785000000003,0.41445459999999995,0.124696,0.173787,0.176619,0.039509699999999995,1568.0,1580.0,11.1694737,,12377.0642202,113.6,1.0,1.0,1.0,16.506,,,0.353,,0.05,,0.439,0.049,0.02
6674,3.1218791,0.5110871,0.167596,0.212495,0.243171,0.0384228,1590.0,1581.0,11.6932379,,11997.876106200001,113.3,1.0,1.0,1.0,18.157,,,0.281,,0.05,,0.5489999999999999,0.077,0.02
6675,2.5787879,0.361383,0.10868,0.10692,0.1353,0.0377647,1565.0,1577.0,11.177488199999999,,11828.963414599999,109.4,1.0,1.0,1.0,15.722999999999999,,,0.209,,0.05,,0.379,0.040999999999999995,0.02
6676,5.170218900000001,0.20208929999999997,0.12526800000000002,0.073375,0.12234300000000001,0.0385352,1542.0,1624.0,14.2457482,,13538.9983118,113.3,1.0,1.0,1.0,12.005999999999998,,,0.23,,0.259,,,0.05,0.02
6677,4.1595867,0.32237340000000003,0.12698399999999999,0.119404,0.133528,0.0394597,1534.0,1589.0,11.5283237,,13455.849056600002,116.7,1.0,1.0,1.0,17.727999999999998,,,0.128,,0.05,,0.327,0.077,0.02
6678,3.4049587,0.3190603,0.142428,0.14721900000000002,0.142999,0.0390884,1574.0,1579.0,8.01553,,12136.344389599999,114.4,1.0,1.0,1.0,13.19,,,0.087,,0.05,,0.319,0.05,0.02
6679,3.9959807,0.47393679999999994,0.196768,0.258456,0.25176,0.0387456,1551.0,1586.0,10.9714286,,12955.759162299999,112.9,1.0,1.0,1.0,17.472,,,0.217,,0.05,,0.496,0.049,0.02
6680,3.6763172999999996,0.3304999,0.124124,0.10842,0.144728,0.0382313,1561.0,1578.0,10.8220859,,13000.695652200002,111.2,1.0,1.0,1.0,14.7,,,0.18899999999999997,,0.05,,0.33799999999999997,0.06,0.02
6681,2.9551038,0.3722041,0.11611600000000001,0.107226,0.146982,0.0398026,1579.0,1581.0,8.8883588,,11883.0365511,116.9,1.0,1.0,1.0,10.35,,,0.166,,0.05,,0.391,0.061,0.02
6682,3.0,0.39590640000000005,0.12126400000000001,0.16706700000000002,0.183175,0.0402884,1591.0,1579.0,11.2198704,,12245.8221024,116.8,1.0,1.0,1.0,15.873,,,0.174,,0.05,,0.41700000000000004,0.05,0.02
6683,3.0,0.3626693,0.12526800000000002,0.14716600000000002,0.164894,0.0396027,1594.0,1583.0,11.5947774,,12279.8833819,114.8,1.0,1.0,1.0,16.281,,,0.17300000000000001,,0.05,,0.376,0.061,0.02
6684,1.6503368000000003,0.4685460999999999,0.150436,0.227811,0.229923,0.038459600000000004,1602.0,1581.0,14.171002900000001,,10934.078212299999,112.8,1.0,1.0,1.0,20.607,,,0.44,,0.05,,0.499,0.027999999999999997,0.02
6685,,0.3722364,0.12126400000000001,0.109597,0.141825,0.0382028,1583.0,1571.0,9.4498306,,12365.357142899999,112.4,1.0,1.0,1.0,13.949000000000002,,,0.171,,0.05,,0.39,0.031,0.02
6686,,0.41046509999999997,0.133276,0.161201,0.174497,0.040774300000000006,1572.0,1567.0,7.558633199999999,,12070.588235299998,119.6,1.0,1.0,1.0,11.613,,,0.14800000000000002,,0.05,,0.433,0.038,0.02
6687,2.545809,0.3800052,0.123552,0.113929,0.13977699999999998,0.0402031,1597.0,1574.0,16.054315300000003,,11666.25,117.4,1.0,1.0,1.0,23.252,,,0.22399999999999998,,0.05,,0.39899999999999997,0.031,0.02
6688,2.3834134999999996,0.31874790000000003,0.089804,0.076615,0.126443,0.0395174,1555.0,1570.0,6.603842599999999,,12220.302375799998,116.0,1.0,1.0,1.0,10.025,,,0.162,,0.05,,0.331,,0.02
6689,,0.3464884,0.098384,0.119965,0.154945,0.0387171,1583.0,1576.0,8.8781784,,12185.0796312,114.0,1.0,1.0,1.0,15.595999999999998,,,0.203,,0.05,,0.36200000000000004,0.059000000000000004,0.02
6690,2.4288046000000003,0.3895,0.1144,0.138113,0.130221,0.04223180000000001,1583.0,1596.0,10.6273201,,11900.057438299998,113.8,1.0,1.0,1.0,14.155,,,0.341,,0.33399999999999996,,0.166,0.068,0.02
6691,,0.3661412,0.11211199999999999,0.11363800000000002,0.152586,0.040774300000000006,1566.0,1578.0,8.4586814,,12452.0351157,119.0,1.0,1.0,1.0,11.868,,,0.21600000000000003,,0.05,,0.384,0.045,0.02
6692,3.0,0.3581765,0.11154000000000001,0.120511,0.151871,0.0397741,1569.0,1569.0,9.885416699999999,,11891.1131899,117.1,1.0,1.0,1.0,14.235,,,0.16899999999999998,,0.05,,0.374,0.046,0.02
6693,2.2649662,0.3583841,0.11611600000000001,0.13128900000000002,0.156725,0.03957430000000001,1562.0,1565.0,17.1453105,,11961.086766,114.9,1.0,1.0,1.0,18.636,,,0.21899999999999997,,0.05,,0.373,0.039,0.02
6694,,0.31497909999999996,0.087516,0.095649,0.111625,0.038488800000000004,1547.0,1573.0,8.886826300000001,,11644.596443200002,112.7,1.0,1.0,1.0,13.192,,,0.172,,0.05,,0.326,0.039,0.02
6695,,0.3627951,0.076076,0.115567,0.130555,0.039660400000000005,1573.0,1578.0,9.731734300000001,,38216.817593800006,115.6,1.0,1.0,1.0,8.791,,,0.131,,0.05,,0.395,0.044000000000000004,0.02
6696,4.9556629999999995,0.4302072,0.100672,0.091829,0.109301,0.0929247,1550.0,1614.0,11.8506356,12.1706107,14345.717732199999,114.4,1.0,1.0,1.0,6.215,10.629000000000001,,0.201,,0.05,,0.466,0.039,0.02
6697,2.7728599,0.45396949999999997,0.10582000000000001,0.152424,0.102524,0.09448789999999999,1561.0,1593.0,12.3639344,17.2983182,12020.4220558,116.7,1.0,1.0,1.0,9.637,11.142999999999999,,0.129,,0.05,,0.49200000000000005,0.042,0.02
6698,2.0,0.477865,0.0858,0.115146,0.066646,0.09296230000000001,1544.0,1589.0,17.725465300000003,20.637788,11674.9852158,114.7,1.0,1.0,1.0,10.847000000000001,3.7319999999999998,,0.161,,0.29600000000000004,,0.314,0.040999999999999995,0.02
6699,3.0,0.4241108,0.093808,0.08468400000000001,0.099632,0.0923361,1560.0,1596.0,10.9280504,9.9230769,12611.663067,113.8,1.0,1.0,1.0,13.484000000000002,1.935,,0.128,,0.05,,0.46,0.05,0.02
6700,3.7282415999999996,0.47249670000000005,0.097812,0.129603,0.112321,0.09375939999999999,1546.0,1584.0,10.723348,9.507205599999999,13208.1081081,115.4,1.0,1.0,1.0,4.0569999999999995,9.016,0.008740000000000001,0.13,,0.05,,0.507,0.051,0.02
6701,3.5666667000000003,0.543276,0.10868,0.154791,0.15956700000000001,0.0973875,1565.0,1578.0,11.5958168,13.5237057,13613.3444537,119.4,1.0,1.0,1.0,8.932,8.272,0.01254,0.152,,0.05,,0.5870000000000001,0.085,0.02
6702,,0.5761109000000001,0.141284,0.23917,0.194508,0.0937082,1617.0,1592.0,16.05,19.9651899,11247.8632479,115.2,1.0,1.0,1.0,11.877,14.02,,0.196,,0.05,,0.633,0.028999999999999998,0.02
6703,,0.5287251999999999,0.123552,0.20698899999999998,0.18778499999999998,0.09387419999999999,1606.0,1578.0,15.182290799999999,18.9918838,13000.8097166,115.0,1.0,1.0,1.0,10.383,12.35,,0.198,,0.05,,0.579,,0.02
6704,3.6590258,0.44209499999999996,0.0858,0.087309,0.098883,0.09310039999999999,1561.0,1575.0,13.546358800000002,10.1342042,10956.302521,113.9,1.0,1.0,1.0,8.474,8.189,0.038,0.185,,0.05,,0.439,0.042,0.02
6705,3.6169254,0.5112607,0.103532,0.10541600000000001,0.095376,0.094831,1559.0,1582.0,12.626186800000001,13.941691,13217.142857100001,116.8,1.0,1.0,1.0,9.161,7.97,,0.106,,0.05,,0.565,0.04,0.02
6706,2.9140892999999997,0.5797346999999999,0.114972,0.168987,0.150497,0.0957414,1603.0,1582.0,18.2799707,21.5737737,12434.1573034,117.7,1.0,1.0,1.0,13.842,12.339,,0.261,,0.05,,0.645,0.042,0.02
6707,,0.508143,0.10868,0.137285,0.138103,0.0938809,1600.0,1574.0,16.1840614,14.530145800000001,11240.8163265,115.4,1.0,1.0,1.0,15.231,6.922000000000001,,0.14800000000000002,,0.05,,0.5589999999999999,0.10800000000000001,0.02
6708,3.3500324999999997,0.4748755,0.09437999999999999,0.099334,0.10276199999999999,0.0938048,1578.0,1581.0,17.7363905,22.651177399999998,11876.217765000001,115.3,1.0,1.0,1.0,19.983,8.016,,0.171,,0.05,,0.522,0.051,0.02
6709,3.63879,0.42681220000000003,0.072072,0.067255,0.09993300000000001,0.09188339999999999,1539.0,1575.0,23.2206844,27.5666458,12706.1630219,113.8,1.0,1.0,1.0,16.964000000000002,24.519000000000002,,0.129,,0.05,,0.46799999999999997,0.061,0.02
6710,3.6267496,0.5196884,0.098384,0.166629,0.156307,0.0939207,1585.0,1582.0,14.665803099999998,10.2775302,12559.1939547,115.9,1.0,1.0,1.0,9.435,8.97,,0.147,,0.05,,0.574,0.028999999999999998,0.02
6711,3.8391357000000004,0.5259954000000001,0.084084,0.11530399999999999,0.11350199999999999,0.09450189999999999,1526.0,1574.0,13.765503099999998,15.3150538,11831.0764735,116.1,1.0,1.0,1.0,11.173,14.243,0.01311,0.17800000000000002,,0.05,,0.5710000000000001,0.031,0.02
6712,3.3509934,0.538087,0.1144,0.175148,0.19404200000000002,0.0956718,1610.0,1582.0,11.934809699999999,15.7559772,12677.819548899999,116.4,1.0,1.0,1.0,9.581,13.839,0.01406,0.22399999999999998,,0.05,,0.5770000000000001,0.06,0.02
6713,2.6372627,0.5132091,0.130416,0.20359100000000002,0.177849,0.0935248,1596.0,1577.0,17.0654556,20.36639,12313.084853299999,114.6,1.0,1.0,1.0,16.179000000000002,16.361,0.01425,0.15,,0.05,,0.542,,0.02
6714,,0.5012234,0.12698399999999999,0.16615,0.161978,0.09323039999999999,1587.0,1568.0,12.082162199999999,14.2336634,12319.5979899,113.2,1.0,1.0,1.0,11.175999999999998,9.584,,0.222,,0.05,,0.546,0.032,0.02
6715,,0.5117153,0.113828,0.15060199999999999,0.191306,0.09404080000000001,1597.0,1577.0,12.3467269,15.216946300000002,11702.6239067,113.9,1.0,1.0,1.0,9.116,10.077,,0.272,,0.05,,0.562,,0.02
6716,4.9749373,0.31730640000000004,0.12126400000000001,0.09008300000000001,0.180827,0.0397707,1569.0,1623.0,12.542700300000002,,13095.2486188,115.2,1.0,1.0,1.0,19.044,,,0.21100000000000002,,0.05,,0.32299999999999995,0.025,0.02
6717,3.404543,0.433217,0.12012,0.124412,0.221638,0.0397707,1595.0,1599.0,11.314105699999999,,12010.9839817,115.4,1.0,1.0,1.0,17.958,,,0.184,,0.05,,0.465,,0.02
6718,2.9602619999999997,0.3845449,0.095524,0.10847899999999999,0.188353,0.0396267,1564.0,1590.0,10.6596969,,11737.4013677,115.4,1.0,1.0,1.0,19.146,,,0.303,,0.05,,0.41,0.027999999999999997,0.02
6719,,,,,,,,,,,,,,,,,,,,,,,,,
6720,3.4546175000000003,0.3925888,0.11668800000000001,0.08405499999999999,0.16631700000000002,0.0396555,1551.0,1578.0,10.6205377,,12973.215499700002,113.5,1.0,1.0,1.0,15.800999999999998,,,0.14300000000000002,,0.05,,0.41700000000000004,0.053,0.02
6721,3.3162705999999997,0.4270557,0.132132,0.128618,0.190548,0.0401178,1569.0,1584.0,9.128998900000001,,12368.0,117.4,1.0,1.0,1.0,13.729000000000001,,,0.175,,0.05,,0.455,0.031,0.02
6722,2.7818182,0.4356937,0.15501199999999998,0.218036,0.2262,0.0402337,1564.0,1572.0,15.659969199999997,,11960.022975299999,117.2,1.0,1.0,1.0,25.416999999999998,,,0.21,,0.05,,0.458,0.041,0.02
6723,3.0,0.4402827,0.137852,0.162825,0.250659,0.0397707,1601.0,1580.0,18.9089982,,11952.676056299999,115.8,1.0,1.0,1.0,26.793000000000003,,,0.33799999999999997,,0.05,,0.469,0.046,0.02
6724,2.0,0.4466532999999999,0.136708,0.164398,0.23883800000000002,0.0404072,1575.0,1578.0,20.539140300000003,,12214.285714299998,116.9,1.0,1.0,1.0,30.261,,,0.146,,0.05,,0.47700000000000004,0.027000000000000003,0.02
6725,,0.4045827,0.137852,0.158141,0.143713,0.038324800000000006,1560.0,1579.0,11.8533107,,12245.861601100001,112.6,1.0,1.0,1.0,17.454,,,0.139,,0.05,,0.425,0.027000000000000003,0.02
6726,,0.3523954,0.104104,0.126385,0.15321500000000002,0.0384696,1544.0,1584.0,8.680777699999998,,12376.804441700002,113.7,1.0,1.0,1.0,14.263,,,0.135,,0.05,,0.368,0.065,0.02
6727,2.4624886000000004,0.43082970000000004,0.143572,0.194363,0.208877,0.0396555,1596.0,1577.0,12.548180699999998,,11895.9292035,117.3,1.0,1.0,1.0,17.435,,,0.09,,0.05,,0.455,0.039,0.02
6728,,0.34751740000000003,0.138424,0.170775,0.194799,0.039857800000000006,1569.0,1580.0,14.881085500000001,,11558.620689700001,116.7,1.0,1.0,1.0,20.105999999999998,,,0.085,,0.05,,0.354,0.08,0.02
6729,3.0896293,0.3720213,0.10238799999999999,0.14013599999999998,0.151114,0.0397707,1561.0,1580.0,25.7461975,,11608.8765603,117.0,1.0,1.0,1.0,37.804,,,0.14,,0.05,,0.392,0.07200000000000001,0.02
6730,3.7665441,0.3288296,0.096096,0.135933,0.158361,0.038555900000000004,1564.0,1578.0,15.483854999999998,,12220.8365019,113.3,1.0,1.0,1.0,20.886,,,,,0.05,,0.34,0.08,0.02
6731,2.0851393,0.3020762,0.083512,0.091642,0.144514,0.0388454,1586.0,1574.0,10.200909800000002,,11295.7178841,113.4,1.0,1.0,1.0,14.95,,,0.11599999999999999,,0.05,,0.311,0.061,0.02
6732,3.0,0.33651329999999996,0.136708,0.11309000000000001,0.196682,0.0399154,1586.0,1578.0,14.4081325,,11732.937685500001,116.9,1.0,1.0,1.0,21.26,,,0.136,,0.05,,0.34299999999999997,0.05,0.02
6733,2.0,0.35265040000000003,0.132704,0.15446500000000002,0.171079,0.0402049,1580.0,1577.0,16.271914600000002,,11434.926151200001,117.8,1.0,1.0,1.0,22.853,,,,,0.05,,0.36200000000000004,0.076,0.02
6734,3.4605209,0.3590197,0.143572,0.151169,0.165037,0.039857800000000006,1555.0,1576.0,14.8275568,,12149.3449782,117.0,1.0,1.0,1.0,21.224,,,0.086,,0.05,,0.368,0.049,0.02
6735,2.7338869,0.3154915,0.108424,0.11370799999999999,0.17235999999999999,0.0386431,1591.0,1590.0,18.5203891,,12291.478942200001,113.2,1.0,1.0,1.0,26.443,,,0.086,,0.05,,0.322,0.05,0.02
6736,3.7585752,0.351265,0.13019,0.12578699999999998,0.154343,0.038267199999999994,1568.0,1622.0,14.7828971,,13384.0870063,111.8,1.0,1.0,1.0,26.987,,,0.16,,0.05,,0.361,0.05,0.02
6737,3.7065502,0.32239,0.135176,0.14616099999999999,0.189467,0.038903,1552.0,1594.0,12.6348784,,12969.4736842,114.9,1.0,1.0,1.0,18.475,,,0.162,,0.06,,0.315,0.076,0.02
6738,3.0,0.3844,0.163984,0.216687,0.222615,0.040523199999999995,1550.0,1588.0,21.6320413,,12378.9140749,118.3,1.0,1.0,1.0,41.858000000000004,,,0.184,,0.05,,0.392,0.075,0.02
6739,3.8327474,0.12218499999999999,0.13351400000000002,0.13101300000000002,0.162193,0.0371677,1569.0,1605.0,11.105151600000001,,13255.194290200001,108.5,1.0,1.0,1.0,16.886,,,0.252,,0.04,,0.086,0.045,0.01
6740,4.742156099999999,0.39715500000000004,0.162322,0.191634,0.176566,0.039857800000000006,1524.0,1572.0,12.8730245,,13802.571953499999,117.2,1.0,1.0,1.0,19.685,,,0.146,,0.05,,0.409,0.049,0.02
6741,4.3244223,0.37861500000000003,0.14127,0.126487,0.157109,0.0384696,1534.0,1581.0,13.8332068,,13288.5734564,113.4,1.0,1.0,1.0,19.232,,,0.151,,0.06,,0.384,0.083,0.02
6742,2.9681172,0.40199,0.162876,0.16405799999999998,0.225858,0.039366000000000005,1563.0,1574.0,16.984323899999996,,12215.8273381,115.7,1.0,1.0,1.0,25.401,,,0.34600000000000003,,0.05,,0.41600000000000004,0.05,0.02
6743,3.7889101000000003,0.35425,0.15179600000000001,0.141975,0.197363,0.0395108,1571.0,1579.0,25.537073499999998,,12415.304347799998,116.2,1.0,1.0,1.0,37.426,,,0.22699999999999998,,0.05,,0.36,0.059000000000000004,0.02
6744,3.7083906000000004,0.28918,0.118556,0.062709,0.11804300000000001,0.0370517,1528.0,1576.0,21.560278699999998,,13397.4683544,108.8,1.0,1.0,1.0,30.939,,,0.177,,0.05,,0.289,0.084,0.02
6745,3.0,0.408725,0.16786199999999998,0.173028,0.208938,0.040349699999999995,1546.0,1579.0,18.744532500000002,,13189.3333333,119.1,1.0,1.0,1.0,26.284000000000002,,,0.22699999999999998,,0.05,,0.423,0.077,0.02
6746,3.9193974000000003,0.396515,0.13905399999999998,0.15805,0.22378800000000001,0.0377754,1572.0,1577.0,17.0258824,,13034.5917471,111.4,1.0,1.0,1.0,25.326,,,0.408,,0.05,,0.414,,0.02
6747,3.0429907000000003,0.41456000000000004,0.13739200000000001,0.124426,0.299581,0.0383536,1587.0,1599.0,19.4384923,,12261.886204200002,113.4,1.0,1.0,1.0,28.364,,,0.47200000000000003,,0.05,,0.43799999999999994,0.051,0.02
6748,3.2107023,0.41162,0.159552,0.177144,0.21101799999999998,0.039250099999999996,1552.0,1572.0,20.166911300000002,,13332.3741007,116.0,1.0,1.0,1.0,29.763,,,0.19,,0.05,,0.428,0.02,0.02
6749,2.8423475,0.41035,0.16730799999999998,0.20235,0.237581,0.0396555,1586.0,1585.0,16.371353699999997,,12179.541984700001,115.6,1.0,1.0,1.0,26.035,,,0.392,,0.05,,0.424,0.044000000000000004,0.02
6750,1.9714286,0.5097149999999999,0.227694,0.331414,0.366745,0.037630699999999996,1642.0,1581.0,24.3728442,,10991.033851799999,112.7,1.0,1.0,1.0,35.801,,,0.43700000000000006,,0.49700000000000005,,0.14400000000000002,0.027000000000000003,0.02
6751,2.8432098999999997,0.35417,0.12188,0.156704,0.19786199999999998,0.0384696,1600.0,1574.0,16.7181268,,10821.3740458,110.9,1.0,1.0,1.0,23.006,,,0.336,,0.05,,0.365,,0.02
6752,4.1515054,0.40388,0.117448,0.135292,0.14998399999999998,0.0396843,1551.0,1581.0,23.3154362,,12478.1577111,114.2,1.0,1.0,1.0,17.37,,,0.209,,0.05,,0.428,0.071,0.02
6753,3.0476751,0.416525,0.132406,0.13059400000000002,0.183819,0.0390478,1577.0,1584.0,17.051149399999996,,12121.3135866,114.5,1.0,1.0,1.0,29.669,,,0.272,,0.05,,0.441,0.027000000000000003,0.02
6754,3.5574534,0.40741,0.168416,0.231316,0.219208,0.038990199999999996,1562.0,1582.0,18.931962,,12745.2380952,115.0,1.0,1.0,1.0,27.099,,,0.301,,0.05,,0.419,,0.02
6755,3.57246,0.398448,0.1662,0.199844,0.192874,0.0392789,1588.0,1587.0,16.094588,,12601.496259399999,112.5,1.0,1.0,1.0,22.139,,0.0030399999999999997,0.3,,0.05,,0.406,0.027999999999999997,0.02
6756,3.7197191,0.33208899999999997,0.142932,0.156578,0.19336099999999998,0.0384472,1606.0,1627.0,15.112043300000002,,12047.4576271,111.6,1.0,1.0,1.0,18.613,,0.02622,0.239,,0.05,,0.303,0.02,0.02
6757,3.4287699999999997,0.42133400000000004,0.190022,0.23671199999999998,0.25511999999999996,0.0397726,1606.0,1604.0,16.7975533,,12653.465346500001,116.4,1.0,1.0,1.0,25.173000000000002,,0.01102,0.26899999999999996,,0.05,,0.419,0.021,0.02
6758,,0.41391000000000006,0.16730799999999998,0.21213800000000002,0.22872699999999999,0.039800999999999996,1597.0,1598.0,16.0316742,,12811.7647059,116.3,1.0,1.0,1.0,23.62,,,0.226,,0.05,,0.428,,0.02
6759,2.6416569,0.493595,0.155674,0.201772,0.23934,0.040001199999999994,1619.0,1588.0,18.8119092,,11623.304347799998,116.4,1.0,1.0,1.0,28.081999999999997,,,0.204,,0.05,,0.529,0.084,0.02
6760,3.8100775000000002,0.344475,0.098058,0.067702,0.155415,0.038256,1598.0,1578.0,18.4414422,,12415.3846154,112.3,1.0,1.0,1.0,25.859,,,0.076,,0.05,,0.361,0.05,0.02
6761,2.4210526000000003,0.337145,0.129082,0.069436,0.15013800000000002,0.0378264,1628.0,1584.0,17.2832388,,11867.6806084,111.0,1.0,1.0,1.0,24.547,,,0.174,,0.05,,0.34600000000000003,0.048,0.02
6762,,0.42561499999999997,0.16675399999999999,0.15056,0.24726199999999998,0.0394862,1605.0,1594.0,25.6139295,,10280.130293200002,116.3,1.0,1.0,1.0,34.529,,,0.325,,0.05,,0.445,,0.02
6763,3.1113886,0.37315349999999997,0.145702,0.12523,0.193863,0.0384277,1555.0,1591.0,15.9575149,,12541.700404899999,112.1,1.0,1.0,1.0,21.618000000000002,,0.01463,0.20800000000000002,,0.05,,0.368,0.055999999999999994,0.02
6764,3.7757848,0.37571,0.125204,0.079274,0.187883,0.0396578,1539.0,1573.0,26.633267,,12313.4390076,116.5,1.0,1.0,1.0,37.183,,,0.174,,0.05,,0.39399999999999996,0.073,0.02
6765,3.7392959,0.33716999999999997,0.12298800000000001,0.099106,0.134507,0.0385709,1579.0,1584.0,14.493367300000001,,13289.6217265,111.4,2.0,1.0,1.0,18.938,,,,,0.05,,0.34600000000000003,0.061,0.02
6766,3.2183178,0.41409350000000006,0.15290399999999998,0.122704,0.170848,0.038999599999999995,1580.0,1578.0,12.6178291,,12430.8,114.2,1.0,1.0,1.0,16.985,,0.05832999999999999,,,0.05,,0.366,0.078,0.02
6767,2.4747024,0.386412,0.15401199999999998,0.142404,0.179976,0.0402306,1598.0,1583.0,19.399832800000002,,11769.576059899999,117.7,1.0,1.0,1.0,25.791,,0.012159999999999999,,,0.05,,0.385,0.087,0.02
6768,2.5796101,0.39155999999999996,0.15401199999999998,0.158834,0.206731,0.03908590000000001,1574.0,1577.0,13.881892800000001,,11815.2301255,115.1,1.0,1.0,1.0,19.72,,,0.172,,0.05,,0.405,0.076,0.02
6769,3.0353925,0.37863,0.131852,0.139296,0.20339000000000002,0.0399727,1563.0,1572.0,13.968619400000001,,12477.581864,117.8,1.0,1.0,1.0,18.942999999999998,,,,,0.05,,0.39399999999999996,0.07200000000000001,0.02
6770,2.9036197,0.382265,0.160106,0.16699999999999998,0.16234200000000001,0.038284500000000006,1578.0,1585.0,14.0159119,,12677.870216299998,113.1,1.0,1.0,1.0,19.085,,,,,0.05,,0.392,0.046,0.02
6771,2.0,0.396065,0.154566,0.195942,0.210331,0.038827999999999994,1572.0,1589.0,19.927341100000003,,11829.317852,113.8,1.0,1.0,1.0,32.393,,,0.086,,0.05,,0.409,0.083,0.02
6772,3.7013888999999995,0.534935,0.13019,0.22281199999999998,0.20670999999999998,0.08965419999999999,1603.0,1621.0,22.184585300000002,15.491525400000002,12994.1807044,110.3,1.0,1.0,1.0,44.135,2.285,,0.503,,0.05,,0.584,,0.02
6773,4.0726479,0.56907,0.140716,0.22572199999999998,0.176223,0.09263160000000001,1555.0,1583.0,21.306532100000002,21.380523699999998,13752.6409496,114.3,1.0,1.0,1.0,22.289,14.515,,0.376,,0.05,,0.624,0.065,0.02
6774,3.0,0.556535,0.137946,0.22766999999999998,0.200997,0.0939969,1602.0,1584.0,18.4159664,23.822,12142.833193600001,116.5,1.0,1.0,1.0,21.915,11.911,,0.262,,0.05,,0.609,0.049,0.02
6775,3.0553435,0.5701,0.130744,0.205008,0.19809200000000002,0.09287519999999999,1600.0,1591.0,19.0051888,22.6165367,12788.3880825,115.8,1.0,1.0,1.0,20.552,8.054,,0.34600000000000003,,0.05,,0.628,0.039,0.02
6776,3.2901316,0.57297,0.13960799999999998,0.22732600000000003,0.211115,0.09313930000000001,1590.0,1575.0,19.2796813,17.835634699999996,12914.1818182,116.8,1.0,1.0,1.0,24.195999999999998,4.449,,0.5429999999999999,,0.05,,0.629,0.032,0.02
6777,4.2913907,0.544255,0.11357,0.161404,0.141692,0.0888993,1563.0,1571.0,16.099777300000003,16.3407407,13515.2296535,111.7,1.0,1.0,1.0,20.08,6.617999999999999,,0.174,,0.05,,0.601,0.09300000000000001,0.02
6778,2.9015595000000003,0.5290100000000001,0.124096,0.139666,0.104575,0.0893334,1548.0,1572.0,15.620058499999999,17.2275755,12797.6470588,112.1,1.0,1.0,1.0,20.766,6.178,,0.087,,0.05,,0.581,0.049,0.02
6779,4.2281603,0.561495,0.134622,0.168934,0.14180299999999998,0.0920777,1544.0,1564.0,17.4302232,13.928606,13044.8669202,115.7,1.0,1.0,1.0,16.917,9.603,,0.086,,0.05,,0.618,0.06,0.02
6780,2.1011794,0.586585,0.114678,0.13159200000000001,0.12984400000000001,0.09679789999999999,1546.0,1577.0,20.168244899999998,20.921466,11836.5087813,116.1,1.0,1.0,1.0,25.44,1.11,,0.087,,0.748,,0.051,0.083,0.02
6781,3.7399125,0.60519,0.12742,0.204482,0.224115,0.0929035,1567.0,1578.0,19.378838899999998,24.053281899999998,14276.571428600002,114.4,1.0,1.0,1.0,21.419,10.383,,0.251,,0.05,,0.672,0.083,0.02
