,МАРКА_rare,МАРКА_Э76ХФ,МАРКА_Э90ХАФ,ПРОФИЛЬ_rare,ПРОФИЛЬ_Р65,t вып-обр,t обработка,t под током,t продувка,ПСН гр.,чист расход C,чист расход Cr,чист расход Mn,чист расход Si,чист расход V,температура первая,температура последняя,Ar (интенс.),эл. энергия (интенс.),произв жидкая сталь,расход газ Ar,сыпуч известь РП,сыпуч кокс пыль УСТК,сыпуч  кокс. мелочь КМ1,сыпуч  шпат плав.,ферспл CaC2,ферспл  FeV-80,ферспл  Mn5Si65Al0.5,ферспл SiMn18,ферспл  фх850А,эл. энергия,химсталь первый Al_1,химсталь первый C_1,химсталь первый Cr_1,химсталь первый Cu_1,химсталь первый Mn_1,химсталь первый Mo_1,химсталь первый N_1,химсталь первый Ni_1,химсталь первый P_1,химсталь первый S_1,химсталь первый Si_1,химсталь первый Ti_1,химсталь первый V_1,химсталь последний Al,химсталь последний C,химсталь последний Ca,химсталь последний Cr,химсталь последний Cu,химсталь последний Mn,химсталь последний Mo,химсталь последний N,химсталь последний Ni,химсталь последний P,химсталь последний S,химсталь последний Si,химсталь последний Ti,химсталь последний V,химшлак первый Al2O3_1,химшлак первый CaO_1,химшлак первый FeO_1,химшлак первый MgO_1,химшлак первый MnO_1,химшлак первый R_1,химшлак первый SiO2_1,химшлак последний Al2O3,химшлак последний CaO,химшлак последний FeO,химшлак последний MgO,химшлак последний MnO,химшлак последний R,химшлак последний SiO2
5379,0,0,1,0,1,23.0,52.533333299999995,24.6166667,52.3666667,3.9828236000000006,0.39083,0.12126400000000001,0.10463199999999999,0.08241,0.0912268,1533.0,1572.0,12.04416,14010.0203114,112.8,8.363999999999999,0.136,0.05,0.413,0.027999999999999997,0.02,0.10225,0.08199999999999999,0.16399999999999998,0.212,5748.0,0.002,0.565,0.187,0.086,0.7020000000000001,0.004,0.012,0.053,0.006999999999999999,0.016,0.46,0.002,0.003,0.003,0.8540000000000001,0.0001,0.292,0.087,0.795,0.003,0.018000000000000002,0.054000000000000006,0.008,0.013999999999999999,0.531,0.003,0.084,3.0,56.0,0.7,13.8,0.1,2.4,23.4,3.5,57.3,0.7,12.0,0.08,2.5,23.3
5380,0,0,1,0,1,36.0,43.0166667,19.5166667,42.85,3.004414482568112,0.44663,0.101816,0.092196,0.137255,0.0921218,1562.0,1574.0,15.192959099999998,13659.0947908,114.9,8.871,0.086,0.05,0.486,0.039,0.02,0.104022,0.171,0.142,0.17800000000000002,4443.0,0.002,0.496,0.20600000000000002,0.094,0.7120000000000001,0.006,0.013000000000000001,0.059000000000000004,0.01,0.019,0.415,0.001,0.003,0.003,0.8590000000000001,0.0002,0.29100000000000004,0.092,0.7959999999999999,0.004,0.018000000000000002,0.059000000000000004,0.011000000000000001,0.015,0.55,0.003,0.081,3.3,52.1,0.4,14.5,0.17,2.1,25.3,3.5,56.5,0.6,8.1,0.1,2.3,26.9
5381,0,0,1,0,1,41.0,47.216666700000005,19.9166667,47.033333299999995,3.004414482568112,0.421075,0.07722000000000001,0.065384,0.11549100000000001,0.09295089999999999,1563.0,1575.0,10.3439539,13179.916318000001,114.6,5.9879999999999995,0.1321788260167713,0.05,0.46,0.047,0.02,0.104275,0.149,0.1,0.135,4375.0,0.002,0.529,0.223,0.105,0.736,0.006,0.012,0.068,0.011000000000000001,0.02,0.43799999999999994,0.001,0.003,0.003,0.8859999999999999,0.00031917001769339907,0.289,0.105,0.794,0.004,0.018000000000000002,0.068,0.012,0.016,0.545,0.003,0.085,3.6,53.4,0.4,13.2,0.19,2.2,24.7,4.1,55.6,0.5,9.5,0.12,2.1,26.0
5382,0,0,1,0,1,49.0,41.05,23.35,40.5166667,3.7934641000000004,0.436425,0.109252,0.169398,0.146672,0.0946549,1539.0,1569.0,12.253125,14073.661670200003,117.3,6.535,0.157,0.05,0.469,0.05,0.02,0.106554,0.153,0.265,0.191,5477.0,0.002,0.526,0.201,0.099,0.64,0.009000000000000001,0.013000000000000001,0.071,0.008,0.02,0.41700000000000004,0.002,0.003,0.004,0.877,0.0012,0.292,0.098,0.7829999999999999,0.006999999999999999,0.018000000000000002,0.071,0.009000000000000001,0.016,0.536,0.003,0.084,3.4,51.8,0.6,15.2,0.18,2.1,24.9,3.7,59.3,1.0,8.8,0.08,2.3,26.0
5383,0,0,1,0,1,49.0,46.216666700000005,26.6666667,46.05,3.4553089,0.370095,0.06577999999999999,0.09485,0.117691,0.0915513,1545.0,1601.0,10.6152985,13639.5,114.4,6.322,0.20800000000000002,0.05,0.39799999999999996,0.05,0.03,0.103299,0.14,0.147,0.115,6062.0,0.002,0.584,0.237,0.105,0.716,0.006999999999999999,0.01,0.07,0.012,0.022000000000000002,0.447,0.002,0.003,0.003,0.862,0.0002,0.29100000000000004,0.10300000000000001,0.794,0.006,0.013000000000000001,0.07,0.013000000000000001,0.017,0.5379999999999999,0.003,0.08199999999999999,4.9,51.5,0.9,30.9,0.1,2.5,20.9,4.6,43.5,1.0,22.0,0.09,2.6,16.8
5384,0,0,1,0,1,56.0,48.033333299999995,21.35,47.8666667,3.004414482568112,0.365205,0.07950800000000001,0.105598,0.09642200000000001,0.0914306,1550.0,1570.0,9.617422900000001,13441.686182700003,114.4,5.888,0.122,0.05,0.389,0.046,0.02,0.10355199999999999,0.10300000000000001,0.165,0.139,4783.0,0.002,0.5670000000000001,0.221,0.10400000000000001,0.7,0.008,0.01,0.07400000000000001,0.012,0.019,0.44799999999999995,0.002,0.003,0.003,0.835,0.0003,0.28800000000000003,0.102,0.789,0.006,0.013999999999999999,0.07400000000000001,0.013000000000000001,0.016,0.5429999999999999,0.003,0.083,3.5,49.8,0.4,14.5,0.12,2.4,20.9,3.7,45.8,0.7,11.6,0.18,2.1,21.7
5385,0,0,1,0,1,7.0,48.2333333,20.9,48.0666667,3.0,0.452955,0.084084,0.169836,0.13893699999999998,0.09283739999999999,1577.0,1576.0,18.8352518,12818.1818182,116.0,11.636,0.128,0.05,0.494,0.051,0.02,0.103118,0.141,0.266,0.147,4465.0,0.001,0.517,0.218,0.1,0.645,0.009000000000000001,0.01,0.075,0.009000000000000001,0.022000000000000002,0.423,0.001,0.003,0.003,0.866,0.0002,0.29,0.102,0.799,0.006999999999999999,0.015,0.075,0.012,0.016,0.5489999999999999,0.003,0.083,3.4,54.3,0.2,11.9,0.09,2.1,25.6,5.0,52.8,0.4,8.7,0.08,2.3,23.1
5386,0,0,1,0,1,14.0,46.1833333,17.8,45.8666667,2.471875,0.43099499999999996,0.12297999999999999,0.21531799999999998,0.182193,0.09272439999999998,1580.0,1580.0,9.1362196,13021.3483146,115.1,7.21,0.23600000000000002,0.05,0.45799999999999996,0.039,0.02,0.103299,0.188,0.337,0.215,3863.0,0.001,0.53,0.182,0.083,0.603,0.005,0.009000000000000001,0.06,0.008,0.023,0.395,0.001,0.003,0.003,0.8320000000000001,0.0003,0.285,0.083,0.7929999999999999,0.003,0.016,0.06,0.009000000000000001,0.017,0.551,0.002,0.083,3.8,49.5,0.8,17.4,0.37,1.9,26.1,4.6,51.4,0.5,14.5,0.14,2.4,24.7
5387,0,0,1,0,1,22.0,43.05,21.3833333,42.8666667,4.5689223,0.46008999999999994,0.123552,0.23596399999999998,0.181971,0.09421669999999999,1562.0,1581.0,13.7266738,13720.9664848,116.9,7.176,0.203,0.05,0.493,0.04,0.02,0.104203,0.179,0.37,0.21600000000000003,4890.0,0.001,0.513,0.187,0.08900000000000001,0.5870000000000001,0.006,0.011000000000000001,0.062,0.006999999999999999,0.021,0.395,0.001,0.002,0.003,0.875,0.0006,0.289,0.09,0.792,0.004,0.017,0.063,0.008,0.013999999999999999,0.55,0.002,0.08199999999999999,3.7,50.4,0.4,15.2,0.16,2.0,25.2,3.6,51.8,0.4,11.4,0.1,2.3,25.1
5388,0,0,1,0,1,30.0,45.6833333,22.716666699999998,45.5,3.004414482568112,0.44628999999999996,0.088088,0.196312,0.146862,0.0951814,1555.0,1572.0,11.726900099999998,13533.6757153,117.5,7.629,0.146,0.05,0.484,0.036000000000000004,0.02,0.105288,0.142,0.308,0.154,5124.0,0.001,0.53,0.212,0.113,0.625,0.008,0.011000000000000001,0.07200000000000001,0.008,0.022000000000000002,0.415,0.001,0.003,0.003,0.84,0.0003,0.287,0.113,0.794,0.006,0.013999999999999999,0.07200000000000001,0.009000000000000001,0.017,0.5429999999999999,0.003,0.084,3.6,47.9,0.4,15.2,0.12,2.1,22.8,4.4,53.5,0.3,13.3,0.07,2.2,24.7
5389,0,0,1,0,1,28.0,49.35,19.533333300000002,49.1833333,2.5239826,0.45466000000000006,0.11096800000000001,0.17461400000000002,0.155305,0.09374310000000001,1571.0,1579.0,12.183333300000001,13426.2798635,116.1,7.31,0.127,0.05,0.491,0.064,0.02,0.103479,0.16399999999999998,0.273,0.19399999999999998,4371.0,0.001,0.5329999999999999,0.20199999999999999,0.086,0.642,0.006,0.01,0.057999999999999996,0.009000000000000001,0.019,0.40700000000000003,0.001,0.003,0.003,0.875,0.0002,0.293,0.086,0.7909999999999999,0.004,0.016,0.057999999999999996,0.01,0.013999999999999999,0.547,0.003,0.083,3.2,52.6,0.3,15.1,0.13,2.0,26.1,3.7,57.1,0.2,11.4,0.06,2.2,26.5
5390,0,0,1,0,1,31.0,47.8333333,21.1,47.6666667,2.4833602999999997,0.4719,0.10524800000000001,0.20833000000000002,0.152126,0.09424249999999999,1571.0,1573.0,15.204324300000001,12989.573459700001,116.9,9.376,0.156,0.05,0.512,0.036000000000000004,0.02,0.104094,0.145,0.327,0.184,4568.0,0.001,0.494,0.20600000000000002,0.08900000000000001,0.611,0.005,0.01,0.06,0.009000000000000001,0.022000000000000002,0.40700000000000003,0.001,0.002,0.003,0.8690000000000001,0.0002,0.294,0.08900000000000001,0.7929999999999999,0.003,0.013999999999999999,0.06,0.01,0.017,0.544,0.003,0.083,2.9,33.2,0.4,9.8,0.09,1.8,18.6,3.8,55.8,0.6,11.7,0.11,2.3,26.3
5391,0,1,0,0,1,37.0,47.3666667,27.0333333,47.3666667,4.1013216,0.27015500000000003,0.12183599999999999,0.078752,0.150583,0.0386781,1555.0,1631.0,11.8530523,14280.1479655,113.4,18.122,0.19,0.05,0.265,0.036000000000000004,0.02,0.04919,0.19699999999999998,0.12,0.213,6434.0,0.002,0.5479999999999999,0.315,0.071,0.7240000000000001,0.005,0.01,0.054000000000000006,0.012,0.019,0.444,0.002,0.003,0.003,0.7809999999999999,0.0004,0.41600000000000004,0.07,0.79,0.004,0.011000000000000001,0.055,0.013000000000000001,0.011000000000000001,0.565,0.003,0.037000000000000005,3.7,51.5,0.1,11.654796647004044,0.12,2.0,25.3,3.8,56.6,0.1,,0.15,2.2,26.2
5392,0,1,0,0,1,32.0,52.2,19.85,52.2,2.8567294,0.29486,0.106392,0.163866,0.176574,0.039673599999999996,1594.0,1596.0,14.2672414,12828.2115869,116.2,24.825,0.147,0.05,0.295,0.05472961086294361,0.02,0.050456,0.201,0.255,0.18600000000000003,4244.0,0.002,0.556,0.332,0.114,0.6509999999999999,0.006,0.01,0.07200000000000001,0.011000000000000001,0.02,0.415,0.002,0.003,0.003,0.7809999999999999,0.0003,0.41700000000000004,0.11199999999999999,0.784,0.006,0.011000000000000001,0.07200000000000001,0.011000000000000001,0.016,0.5489999999999999,0.002,0.036000000000000004,3.1,52.4,0.9,17.0,0.23,2.2,24.3,3.1,56.4,0.4,13.9,0.18,2.1,26.6
5393,0,1,0,0,1,54.0,41.05,24.1666667,41.05,3.7943794,0.31109499999999995,0.132132,0.171816,0.168938,0.0400148,1558.0,1594.0,10.3600487,13747.034482799998,116.5,14.175999999999998,0.147,0.05,0.31,0.017,0.02,0.05089,0.18600000000000003,0.268,0.231,5537.0,0.002,0.521,0.309,0.109,0.6409999999999999,0.006999999999999999,0.012,0.07200000000000001,0.01,0.021,0.419,0.001,0.003,0.003,0.775,0.0005,0.419,0.111,0.792,0.006,0.012,0.073,0.011000000000000001,0.017,0.565,0.003,0.038,3.2,52.5,0.9,21.7,0.2,2.2,24.0,3.8,54.4,0.4,15.7,0.11,2.3,24.0
5394,0,1,0,0,1,49.0,57.6833333,27.1666667,57.6833333,3.3978219,0.33964,0.11211199999999999,0.14393599999999998,0.15473599999999998,0.039673599999999996,1546.0,1596.0,9.693267800000001,14247.607362,115.3,18.637999999999998,0.126,0.05,0.35,0.05472961086294361,0.02,0.050456,0.17600000000000002,0.22399999999999998,0.196,6451.0,0.002,0.514,0.325,0.11900000000000001,0.6679999999999999,0.006999999999999999,0.01,0.07200000000000001,0.011000000000000001,0.022000000000000002,0.445,0.002,0.003,0.003,0.765,0.0003,0.41600000000000004,0.11800000000000001,0.789,0.006,0.012,0.07200000000000001,0.011000000000000001,0.016,0.5710000000000001,0.003,0.036000000000000004,3.7,56.0,0.2,15.7,0.06,2.3,24.3,3.3,59.8,0.6,11.5,0.14,2.3,25.9
5395,0,1,0,0,1,73.0,49.2,28.766666700000002,49.2,3.5865703,0.383205,0.16073199999999999,0.16613,0.166722,0.03990080000000001,1534.0,1591.0,12.888414599999999,13653.302433399998,116.4,21.136999999999997,0.125,0.05,0.39399999999999996,0.027999999999999997,0.02,0.050745,0.185,0.259,0.281,6546.0,0.002,0.49,0.285,0.10099999999999999,0.6509999999999999,0.006,0.01,0.066,0.006999999999999999,0.02,0.42200000000000004,0.002,0.003,0.003,0.754,0.0005,0.41600000000000004,0.1,0.789,0.006,0.012,0.066,0.008,0.016,0.569,0.003,0.038,3.0,55.5,0.3,8.8,0.06,2.3,23.7,3.4,57.8,0.3,11.0,0.09,2.2,26.0
5396,0,1,0,0,1,91.0,52.533333299999995,23.7,52.533333299999995,3.6718296,0.317295,0.142428,0.140076,0.150403,0.039388900000000004,1567.0,1591.0,12.4024112,13934.177215200001,116.4,21.718000000000004,0.147,0.05,0.317,0.027999999999999997,0.02,0.050094,0.171,0.218,0.249,5504.0,0.002,0.539,0.302,0.094,0.677,0.006,0.017,0.068,0.01,0.019,0.44299999999999995,0.002,0.003,0.003,0.76,0.0003,0.415,0.091,0.7859999999999999,0.005,0.011000000000000001,0.067,0.011000000000000001,0.013000000000000001,0.569,0.003,0.036000000000000004,3.6,53.9,0.5,11.4,0.12,2.3,23.4,4.3,57.8,0.6,12.3,0.16,2.3,25.1
5397,0,1,0,0,1,17.0,46.033333299999995,23.1833333,46.033333299999995,3.004414482568112,0.335065,0.1859,0.216348,0.19884100000000002,0.0379956,1551.0,1584.0,11.4745112,13100.790798,115.0,17.607,0.18,0.05,0.32799999999999996,0.05472961086294361,0.02,0.048322000000000004,0.213,0.33799999999999997,0.325,5062.0,0.001,0.513,0.267,0.1,0.599,0.006,0.011000000000000001,0.065,0.006999999999999999,0.023,0.392,0.001,0.003,0.002,0.779,0.0002,0.419,0.099,0.7809999999999999,0.005,0.012,0.065,0.008,0.02,0.546,0.002,0.036000000000000004,3.1,53.4,0.5,15.9,0.42,2.1,25.5,3.3,57.7,0.7,10.3,0.15,2.2,26.5
5398,0,1,0,0,1,43.0,44.8333333,24.9833333,44.8333333,3.6424542,0.37899,0.168168,0.20313399999999998,0.195867,0.0401369,1536.0,1582.0,10.54171,13816.410940600003,118.3,15.754000000000001,0.261,0.05,0.386,0.040999999999999995,0.02,0.050456,0.214,0.317,0.294,5753.0,0.002,0.48700000000000004,0.278,0.10400000000000001,0.622,0.005,0.01,0.063,0.008,0.021,0.415,0.001,0.003,0.003,0.764,0.0004,0.413,0.106,0.789,0.005,0.012,0.064,0.009000000000000001,0.017,0.563,0.003,0.037000000000000005,3.4,51.1,0.4,17.3,0.13,2.0,25.2,3.8,56.8,0.7,6.9,0.14,2.1,26.6
5399,0,1,0,0,1,56.0,46.6833333,24.0666667,46.6833333,2.9547109000000003,0.29778499999999997,0.138996,0.10329,0.15601199999999998,0.0384591,1556.0,1591.0,12.8217065,13410.2493075,112.5,19.952,0.2,0.05,0.295,0.057,0.02,0.04796,0.195,0.159,0.243,5379.0,0.002,0.53,0.299,0.085,0.6990000000000001,0.005,0.011000000000000001,0.057,0.009000000000000001,0.019,0.444,0.002,0.003,0.003,0.7559999999999999,0.0002,0.41700000000000004,0.091,0.79,0.005,0.01,0.059000000000000004,0.01,0.013000000000000001,0.564,0.003,0.036000000000000004,3.6,52.5,0.6,11.8,0.17,2.2,24.4,3.5,56.1,0.4,9.7,0.1,2.2,26.0
5400,0,1,0,0,1,27.0,53.85,25.533333300000002,47.9833333,2.8646048,0.3481,0.149864,0.157182,0.159028,0.0399386,1568.0,1583.0,15.5462247,13088.772846,115.4,21.104,0.17,0.05,0.353,0.055,0.02,0.049805,0.177,0.245,0.262,5570.0,0.002,0.508,0.29100000000000004,0.083,0.645,0.02,0.01,0.063,0.006999999999999999,0.018000000000000002,0.429,0.002,0.002,0.003,0.757,0.0005,0.41700000000000004,0.086,0.7879999999999999,0.02,0.011000000000000001,0.064,0.008,0.017,0.5589999999999999,0.003,0.037000000000000005,3.1,59.3,0.6,6.0,0.09,2.2,26.6,3.5,56.3,0.4,9.7,0.11,2.1,26.6
5401,0,1,0,0,1,27.0,43.0166667,21.3333333,43.0166667,2.7596741000000002,0.28931,0.14185599999999998,0.129504,0.178921,0.038894599999999994,1572.0,1585.0,9.7915537,13395.9375,114.1,14.04,0.21100000000000002,0.05,0.28300000000000003,0.027999999999999997,0.02,0.048503,0.21899999999999997,0.2,0.248,4763.0,0.001,0.5589999999999999,0.299,0.084,0.68,0.006999999999999999,0.008,0.054000000000000006,0.008,0.02,0.42,0.001,0.003,0.002,0.767,0.0002,0.415,0.083,0.784,0.006,0.009000000000000001,0.054000000000000006,0.009000000000000001,0.015,0.561,0.002,0.036000000000000004,4.0,51.7,0.6,14.7,0.18,2.0,25.2,3.4,60.1,0.9,9.0,0.15,2.3,26.2
5405,1,0,0,1,0,29.0,51.5666667,24.216666699999998,51.5666667,3.004414482568112,0.56893,0.11769215213326534,0.26308000000000004,0.216256,0.05136576458400781,1599.0,1594.0,15.491904199999999,13587.3365451,113.9,26.418000000000003,0.20199999999999999,0.05,0.649,0.039,0.02,0.061368273668878814,0.22,0.41200000000000003,0.20803892578616365,5484.0,0.001,0.302,0.066,0.11599999999999999,0.597,0.005,0.01,0.073,0.006999999999999999,0.023,0.09300000000000001,0.001,0.001,0.003,0.741,0.0006,0.069,0.113,0.83,0.005,0.013999999999999999,0.071,0.009000000000000001,0.015,0.27899999999999997,0.002,0.002,4.1,52.2,2.1,15.2,0.76,2.2,24.0,5.1,52.4,0.9,12.3,0.21,2.2,23.4
5406,1,0,0,1,0,35.0,46.2,21.3166667,46.2,3.5717968,0.5109100000000001,0.11769215213326534,0.22158000000000003,0.20813299999999998,0.05136576458400781,1570.0,1603.0,11.2653465,14045.347928100002,113.0,17.067,0.159,0.05,0.579,0.05472961086294361,0.02,0.061368273668878814,0.225,0.34600000000000003,0.20803892578616365,4990.0,0.001,0.33299999999999996,0.077,0.109,0.626,0.011000000000000001,0.011000000000000001,0.078,0.008,0.023,0.09699999999999999,0.001,0.001,0.002,0.75,0.0002,0.079,0.109,0.825,0.01,0.013999999999999999,0.077,0.009000000000000001,0.02,0.267,0.001,0.002,4.0,50.3,1.2,18.0,0.76,2.0,25.0,5.0,51.1,0.8,15.3,0.22,2.1,24.5
5407,1,0,0,1,0,36.0,49.1833333,24.3666667,49.1833333,3.1397575,0.53225,0.11769215213326534,0.23064,0.22044,0.05136576458400781,1571.0,1583.0,14.114814800000001,13230.369357,112.7,22.866,0.21,0.05,0.605,0.027999999999999997,0.02,0.061368273668878814,0.24,0.36,0.20803892578616365,5373.0,0.001,0.332,0.055,0.10400000000000001,0.613,0.006,0.012,0.064,0.006999999999999999,0.024,0.086,0.001,0.001,0.002,0.755,0.0002,0.057,0.10400000000000001,0.816,0.005,0.013999999999999999,0.064,0.008,0.019,0.257,0.001,0.002,3.8,50.2,0.8,16.9,0.77,2.0,25.4,5.1,51.7,0.4,14.8,0.2,2.3,24.5
5408,1,0,0,1,0,40.0,46.35,27.7166667,46.35,4.0272638999999995,0.5019,0.11769215213326534,0.166744,0.166236,0.05136576458400781,1535.0,1591.0,7.566311200000001,13521.1064342,112.5,11.629000000000001,0.063,0.05,0.57,0.024,0.02,0.061368273668878814,0.184,0.26,0.20803892578616365,6246.0,0.001,0.37799999999999995,0.059000000000000004,0.151,0.667,0.005,0.012,0.09699999999999999,0.006,0.02,0.122,0.001,0.001,0.003,0.7609999999999999,0.0001,0.06,0.14800000000000002,0.809,0.005,0.013999999999999999,0.096,0.006999999999999999,0.017,0.281,0.002,0.002,4.4,58.9,1.0,13.1,0.18,2.7,21.5,6.4,58.3,0.3,6.3,0.09,2.4,24.8
5409,1,0,0,1,0,40.0,44.3166667,20.783333300000002,44.3166667,3.004414482568112,0.5216,0.11769215213326534,0.175406,0.17408800000000002,0.05136576458400781,1569.0,1585.0,10.216455499999999,13372.2534082,117.2,15.004000000000001,0.062,0.05,0.594,0.05472961086294361,0.02,0.061368273668878814,0.193,0.273,0.20803892578616365,4632.0,0.001,0.35600000000000004,0.08800000000000001,0.111,0.674,0.006,0.011000000000000001,0.067,0.008,0.023,0.11800000000000001,0.001,0.001,0.003,0.755,0.0003,0.08900000000000001,0.109,0.82,0.006,0.015,0.066,0.01,0.017,0.267,0.002,0.002,6.4,54.1,0.6,12.2,0.12,2.3,23.5,7.2,47.2,0.4,8.5,0.09,2.3,21.0
5410,1,0,0,1,0,46.0,44.216666700000005,21.533333300000002,44.216666700000005,3.1503914,0.507,0.11769215213326534,0.22599,0.192469,0.05136576458400781,1558.0,1585.0,11.0345745,13561.300309600001,113.3,16.135,0.128,0.05,0.574,0.05472961086294361,0.02,0.061368273668878814,0.2,0.353,0.20803892578616365,4867.0,0.001,0.359,0.068,0.095,0.628,0.005,0.011000000000000001,0.061,0.006999999999999999,0.022000000000000002,0.10400000000000001,0.001,0.001,0.003,0.768,0.00031917001769339907,0.069,0.09300000000000001,0.813,0.004,0.013999999999999999,0.059000000000000004,0.008,0.018000000000000002,0.268,0.002,0.002,5.6,56.2,0.2,12.9,0.12,2.3,24.4,5.7,49.2,0.9,7.9,0.09,2.5,20.1
5411,1,0,0,1,0,47.0,46.2,22.5833333,46.2,3.7201087,0.47108999999999995,0.11769215213326534,0.157356,0.174926,0.05136576458400781,1536.0,1588.0,5.8040546,13903.173431700001,115.0,8.748,0.115,0.05,0.541,0.05472961086294361,0.02,0.061368273668878814,0.20199999999999999,0.244,0.20803892578616365,5233.0,0.001,0.38,0.09,0.094,0.684,0.006,0.011000000000000001,0.071,0.008,0.021,0.13,0.001,0.001,0.002,0.7490000000000001,0.0003,0.092,0.094,0.8190000000000001,0.006,0.013999999999999999,0.07,0.009000000000000001,0.018000000000000002,0.275,0.002,0.002,4.4,55.7,0.7,12.5,0.15,2.3,24.7,4.8,55.5,0.7,10.7,0.13,2.3,24.2
5412,1,0,0,1,0,48.0,46.3833333,24.3666667,46.3833333,3.4080741999999997,0.31873,0.11769215213326534,0.08706599999999999,0.142583,0.05136576458400781,1536.0,1592.0,9.866043800000002,13673.597811200001,112.7,15.254,0.07400000000000001,0.05,0.34700000000000003,0.05472961086294361,0.02,0.061368273668878814,0.182,0.133,0.20803892578616365,5553.0,0.001,0.493,0.081,0.08,0.738,0.005,0.011000000000000001,0.055999999999999994,0.009000000000000001,0.02,0.15,0.001,0.002,0.002,0.7390000000000001,0.0002,0.08199999999999999,0.081,0.816,0.005,0.013999999999999999,0.057,0.011000000000000001,0.017,0.27899999999999997,0.002,0.003,4.9,55.8,0.7,13.2,0.13,2.5,22.5,6.4,53.5,0.6,6.4,0.09,2.4,22.7
5413,0,1,0,0,1,54.0,43.716666700000005,22.0833333,43.716666700000005,3.004414482568112,0.26344,0.156728,0.16275599999999998,0.143806,0.0425199,1535.0,1575.0,9.038502699999999,13190.943396200002,112.1,13.145999999999999,0.146,0.05,0.247,0.027999999999999997,0.02,0.053024,0.152,0.254,0.27399999999999997,4855.0,0.001,0.569,0.28300000000000003,0.078,0.638,0.004,0.013000000000000001,0.054000000000000006,0.006,0.018000000000000002,0.435,0.002,0.002,0.003,0.763,0.0001,0.418,0.079,0.7879999999999999,0.003,0.013999999999999999,0.054000000000000006,0.006999999999999999,0.013999999999999999,0.568,0.003,0.039,4.2,52.0,0.4,12.7,0.15,2.3,22.8,5.0,60.4,0.4,9.1,0.08,2.7,22.7
5414,0,1,0,0,1,35.0,42.8333333,21.6166667,42.8333333,3.004414482568112,0.31951,0.12698399999999999,0.15546600000000002,0.174407,0.0409538,1537.0,1578.0,9.3550973,13636.7000771,116.7,13.357000000000001,0.19399999999999998,0.05,0.322,0.027999999999999997,0.02,0.051071,0.20199999999999999,0.24100000000000002,0.222,4913.0,0.001,0.539,0.318,0.083,0.652,0.006,0.013000000000000001,0.063,0.008,0.018000000000000002,0.418,0.001,0.002,0.003,0.77,0.0003,0.42,0.08199999999999999,0.784,0.006,0.013999999999999999,0.063,0.008,0.013999999999999999,0.5710000000000001,0.003,0.037000000000000005,4.8,47.2,0.6,13.9,0.25,2.1,22.7,5.4,57.6,0.5,11.0,0.07,2.6,22.4
5415,0,1,0,0,1,34.0,48.3666667,23.6,48.3666667,3.004414482568112,0.34412,0.134992,0.127728,0.166138,0.041533600000000004,1545.0,1573.0,7.388559599999999,13449.1525424,115.9,11.912,0.175,0.05,0.35200000000000004,0.027999999999999997,0.02,0.05179400000000001,0.201,0.19699999999999998,0.23600000000000002,5290.0,0.002,0.507,0.307,0.11199999999999999,0.674,0.006999999999999999,0.012,0.085,0.008,0.021,0.41700000000000004,0.002,0.002,0.002,0.758,0.0001,0.41600000000000004,0.11,0.782,0.006,0.013000000000000001,0.085,0.009000000000000001,0.017,0.5589999999999999,0.003,0.037000000000000005,3.3,43.8,0.3,11.6,0.12,2.1,21.1,3.7,56.9,0.7,8.2,0.1,2.5,22.9
5416,0,1,0,0,1,38.0,44.3666667,20.6833333,44.3666667,3.004414482568112,0.29062,0.09152,0.125388,0.149194,0.041098199999999994,1545.0,1575.0,8.2088655,13248.348106399999,115.4,12.14,0.16699999999999998,0.05,0.294,0.027999999999999997,0.02,0.051251,0.17600000000000002,0.19399999999999998,0.16,4567.0,0.002,0.545,0.342,0.1,0.675,0.008,0.012,0.08199999999999999,0.006999999999999999,0.019,0.439,0.002,0.003,0.002,0.755,0.0001,0.415,0.099,0.782,0.006999999999999999,0.013999999999999999,0.08199999999999999,0.008,0.016,0.564,0.003,0.037000000000000005,3.2,54.2,0.5,14.2,0.13,2.2,25.0,3.6,61.7,0.7,6.4,0.17,2.6,23.6
5417,0,1,0,0,1,43.0,41.033333299999995,17.0,41.033333299999995,3.0,0.305,0.129272,0.12015,0.11776099999999999,0.0400838,1571.0,1580.0,8.9545788,12575.2941176,114.1,12.222999999999999,0.16699999999999998,0.05,0.305,0.027999999999999997,0.02,0.049986,0.13,0.187,0.226,3563.0,0.002,0.534,0.311,0.11900000000000001,0.6809999999999999,0.006999999999999999,0.011000000000000001,0.08,0.008,0.022000000000000002,0.461,0.002,0.002,0.002,0.759,0.0003,0.418,0.11900000000000001,0.785,0.006,0.012,0.08,0.009000000000000001,0.018000000000000002,0.5710000000000001,0.003,0.037000000000000005,3.2,55.7,0.3,13.7,0.08,2.2,25.8,3.3,58.8,0.4,5.2,0.06,2.6,22.8
