,МАРКА,t вып-обр,t обработка,t под током,t продувка,чист расход C,чист расход Cr,чист расход Mn,чист расход Si,чист расход V,температура первая,температура последняя,Ar (интенс.),эл. энергия (интенс.),произв жидкая сталь,произв количество обработок,расход газ Ar,сыпуч известь РП,сыпуч кокс пыль УСТК,сыпуч  кокс. мелочь КМ1,сыпуч  шпат плав.,ферспл CaC2,ферспл  FeV-80,ферспл  Mn5Si65Al0.5,ферспл SiMn18,ферспл  фх850А,эл. энергия,химсталь первый Al_1,химсталь первый C_1,химсталь первый Cr_1,химсталь первый Cu_1,химсталь первый Mn_1,химсталь первый Mo_1,химсталь первый N_1,химсталь первый Ni_1,химсталь первый P_1,химсталь первый S_1,химсталь первый Si_1,химсталь первый Ti_1,химсталь первый V_1,химсталь последний Al,химсталь последний C,химсталь последний Ca,химсталь последний Cr,химсталь последний Cu,химсталь последний Mn,химсталь последний Mo,химсталь последний N,химсталь последний Ni,химсталь последний P,химсталь последний S,химсталь последний Si,химсталь последний Ti,химсталь последний V,химшлак первый Al2O3_1,химшлак первый CaO_1,химшлак первый FeO_1,химшлак первый MgO_1,химшлак первый MnO_1,химшлак первый R_1,химшлак первый SiO2_1,химшлак последний Al2O3,химшлак последний CaO,химшлак последний FeO,химшлак последний MgO,химшлак последний MnO,химшлак последний R,химшлак последний SiO2,isna_SiO2,isna_Al2O3
5471,Э76ХФ,35.0,41.8666667,15.833333300000001,41.8666667,0.306825,0.11039600000000001,0.140922,0.167445,0.0405011,1544.0,1574.0,8.6030656,17094.3157895,117.3,1.0,11.693,0.14800000000000002,0.05,0.31,0.046,0.02,0.050817,0.19699999999999998,0.21600000000000003,0.193,4511.0,0.001,0.52,0.325,0.096,0.6629999999999999,0.005,0.012,0.064,0.009000000000000001,0.021,0.418,0.002,0.003,0.003,0.763,0.0004,0.41600000000000004,0.096,0.7879999999999999,0.004,0.012,0.065,0.01,0.017,0.5710000000000001,0.003,0.036000000000000004,3.2,50.6,0.6,9.7,0.12,2.2,22.6,4.0,60.3,0.3,6.1,0.06,2.6,23.6,False,False
5472,Э76ХФ,35.0,44.033333299999995,17.8833333,44.033333299999995,0.348535,0.15158,0.165576,0.19187200000000001,0.042605199999999996,1567.0,1563.0,7.5851964999999995,12605.0326188,118.1,1.0,10.988,0.086,0.05,0.353,0.038,0.02,0.053457000000000005,0.22399999999999998,0.254,0.265,3757.0,0.001,0.511,0.297,0.094,0.643,0.005,0.01,0.062,0.008,0.021,0.40700000000000003,0.001,0.002,0.003,0.794,0.0002,0.42,0.09300000000000001,0.787,0.005,0.012,0.063,0.009000000000000001,0.015,0.575,0.003,0.035,3.4,51.0,0.5,11.0,0.1,2.2,23.6,3.2,52.6,0.4,11.9,0.07,2.3,26.3,False,False
5473,Э76ХФ,34.0,44.033333299999995,21.0166667,44.033333299999995,0.34564,0.167024,0.23273400000000002,0.224149,0.0409339,1556.0,1581.0,8.736336099999999,13843.298969100002,116.7,1.0,12.823,0.27,0.05,0.344,0.027999999999999997,0.02,0.05136,0.245,0.359,0.292,4849.0,0.001,0.499,0.285,0.10300000000000001,0.588,0.006,0.011000000000000001,0.065,0.008,0.024,0.385,0.001,0.002,0.002,0.765,0.003,0.418,0.102,0.7879999999999999,0.005,0.013000000000000001,0.066,0.008,0.017,0.568,0.003,0.037000000000000005,3.0,49.0,0.7,15.6,0.27,1.8,26.9,4.1,57.5,0.5,7.1,0.11,2.1,26.8,False,False
5474,Э76ХФ,33.0,47.7,27.366666700000003,47.7,0.279945,0.147172,0.152952,0.168818,0.03934869999999999,1554.0,1630.0,11.2294,14364.920828299999,113.3,1.0,17.102999999999998,0.239,0.05,0.26899999999999996,0.04,0.02,0.049371,0.19399999999999998,0.235,0.263,6552.0,0.002,0.55,0.294,0.087,0.669,0.004,0.01,0.051,0.011000000000000001,0.02,0.447,0.002,0.003,0.003,0.7709999999999999,0.0002,0.419,0.087,0.804,0.004,0.011000000000000001,0.052000000000000005,0.012,0.01,0.575,0.003,0.038,3.3,46.0,0.6,9.8,0.09,2.3,20.3,4.2,56.2,0.4,9.7,0.1,2.3,24.9,False,False
5475,Э76ХФ,29.0,58.1833333,25.216666699999998,58.1833333,0.3460413,0.151788,0.233316,0.222354,0.04001180000000001,1579.0,1592.0,9.637738,13353.0733642,115.5000001,1.0,18.558,0.345,0.05,0.322,0.036000000000000004,0.02,0.050203000000000005,0.242,0.36,0.273,5612.0,0.001,0.521,0.294,0.10400000000000001,0.5920000000000001,0.006,0.011000000000000001,0.08,0.008,0.023,0.389,0.001,0.002,0.004,0.755,0.0004,0.423,0.105,0.804,0.006,0.012,0.08,0.009000000000000001,0.009000000000000001,0.562,0.002,0.037000000000000005,4.3,46.7,0.8,12.9,0.21,1.9,25.0,4.2,57.3,0.5,10.6,0.1,2.3,25.4,False,False
5476,Э76ХФ,48.0,44.2,26.4666667,44.2,0.18698499999999998,0.122876,0.117702,0.149283,0.040155300000000005,1531.0,1593.0,9.9692308,13413.8539043,117.4,1.0,14.687999999999999,0.129,0.05,0.16,0.044000000000000004,0.02,0.050383,0.179,0.18,0.221,5917.0,0.002,0.627,0.315,0.095,0.69,0.006,0.01,0.069,0.009000000000000001,0.019,0.44799999999999995,0.002,0.003,0.004,0.748,0.0006,0.41200000000000003,0.09,0.784,0.005,0.013000000000000001,0.067,0.009000000000000001,0.012,0.575,0.003,0.037000000000000005,4.0,59.5,0.3,11.6,0.09,2.5,23.4,3.8,59.5,1.0,8.7,0.11,2.4,24.7,False,False
5477,Э76ХФ,46.0,49.2333333,22.05,49.2333333,0.30735759999999995,0.132328,0.169194,0.185701,0.0385413,1591.0,1602.0,11.4544347,12772.7891156,113.6,1.0,18.798,0.262,0.05,0.3,0.0,0.02,0.048358,0.213,0.26,0.23800000000000002,4694.0,0.002,0.542,0.306,0.10800000000000001,0.645,0.006999999999999999,0.009000000000000001,0.08199999999999999,0.008,0.02,0.42100000000000004,0.001,0.002,0.003,0.767,0.0004,0.41600000000000004,0.10400000000000001,0.79,0.006,0.011000000000000001,0.08199999999999999,0.008,0.015,0.568,0.002,0.036000000000000004,3.6,50.9,0.8,16.1,0.1,2.0,25.0,3.9,57.5,0.5,8.7,0.13,2.2,26.0,False,False
5478,Э76ХФ,59.0,42.716666700000005,20.5666667,42.716666700000005,0.337735,0.145116,0.193002,0.179249,0.0403864,1567.0,1579.0,11.0345689,13591.896272299999,118.6,1.0,15.712,0.07400000000000001,0.05,0.33899999999999997,0.035,0.02,0.050673,0.193,0.298,0.261,4659.0,0.002,0.52,0.3,0.096,0.631,0.008,0.01,0.071,0.006999999999999999,0.02,0.42,0.002,0.002,0.003,0.753,0.0002,0.41700000000000004,0.094,0.79,0.006999999999999999,0.01,0.071,0.008,0.016,0.5710000000000001,0.003,0.036000000000000004,3.1,53.9,0.4,12.8,0.08,2.0,26.6,3.2,56.9,0.6,10.7,0.12,2.1,27.1,False,False
5479,Э76ХФ,48.0,42.35,17.3,42.35,0.302885,0.132884,0.174396,0.168232,0.0386274,1584.0,1587.0,11.909327000000001,13193.0635838,113.5,1.0,16.812,0.116,0.05,0.299,0.027000000000000003,0.02,0.048466,0.184,0.26899999999999996,0.239,3804.0,0.002,0.542,0.305,0.122,0.64,0.012,0.01,0.107,0.008,0.021,0.425,0.001,0.002,0.003,0.772,0.0003,0.41600000000000004,0.11800000000000001,0.79,0.011000000000000001,0.013000000000000001,0.105,0.008,0.016,0.581,0.002,0.036000000000000004,3.8,57.2,0.4,10.4,0.06,2.2,25.5,3.5,57.9,0.9,9.9,0.11,2.3,25.7,False,False
5480,Э76ХФ,50.0,42.6833333,21.6833333,42.6833333,0.33664499999999997,0.145116,0.183864,0.168244,0.0401266,1555.0,1577.0,8.711128500000001,13456.418139899999,117.0,1.0,12.394,0.116,0.05,0.33799999999999997,0.039,0.02,0.050347,0.18,0.284,0.261,4863.0,0.002,0.528,0.295,0.1,0.629,0.006,0.009000000000000001,0.068,0.006999999999999999,0.019,0.41700000000000004,0.001,0.002,0.003,0.755,0.0006,0.413,0.1,0.782,0.005,0.01,0.069,0.006999999999999999,0.016,0.561,0.002,0.036000000000000004,4.1,61.8,0.4,8.5,0.07,2.7,23.1,3.4,56.7,0.9,9.9,0.12,2.2,25.8,False,False
5481,Э76ХФ,46.0,39.85,17.35,39.85,0.325255,0.13733199999999998,0.22071,0.199957,0.039982300000000005,1569.0,1582.0,11.4602258,13725.648415000001,117.7,1.0,15.222999999999999,0.116,0.05,0.324,0.0,0.02,0.050166,0.213,0.341,0.247,3969.0,0.002,0.524,0.304,0.102,0.603,0.006,0.009000000000000001,0.065,0.008,0.021,0.40299999999999997,0.001,0.002,0.003,0.754,0.0004,0.41700000000000004,0.10300000000000001,0.794,0.005,0.011000000000000001,0.065,0.008,0.017,0.57,0.002,0.036000000000000004,4.4,59.4,0.5,8.9,0.11,2.6,23.1,5.2,54.9,0.6,8.3,0.08,2.5,21.6,False,False
5482,Э76ХФ,37.0,40.716666700000005,19.8333333,40.716666700000005,0.31245,0.130104,0.156882,0.150997,0.0385413,1518.0,1586.0,11.0210397,13165.714285700002,113.5,1.0,14.958,0.116,0.05,0.312,0.026000000000000002,0.02,0.048358,0.165,0.242,0.23399999999999999,4352.0,0.002,0.527,0.308,0.095,0.655,0.006,0.01,0.068,0.006999999999999999,0.017,0.439,0.002,0.002,0.003,0.769,0.0003,0.418,0.095,0.794,0.005,0.01,0.068,0.006999999999999999,0.013000000000000001,0.579,0.003,0.034,3.3,50.9,1.0,7.9,0.12,2.8,18.5,3.2,60.6,0.4,5.4,0.07,2.4,25.4,False,False
5483,Э76ХФ,40.0,44.55,21.5166667,44.55,0.335115,0.159572,0.219858,0.191897,0.0402708,1565.0,1571.0,10.395375300000001,12726.8783888,117.6,1.0,15.235,0.20199999999999999,0.05,0.332,0.027999999999999997,0.02,0.050527999999999997,0.201,0.34,0.287,4564.0,0.002,0.509,0.287,0.091,0.6,0.006999999999999999,0.01,0.07,0.005,0.016,0.414,0.002,0.002,0.002,0.762,0.0002,0.41700000000000004,0.09300000000000001,0.789,0.006,0.011000000000000001,0.07200000000000001,0.006,0.015,0.5579999999999999,0.002,0.035,2.9,46.3,0.7,8.3,0.05,2.1,22.0,2.7,56.6,0.6,10.5,0.07,2.1,26.8,False,False
5484,Э76ХФ,44.0,40.7,22.3,40.7,0.30278,0.149008,0.17039400000000002,0.183425,0.039780699999999995,1531.0,1574.0,9.8442875,13565.9192825,115.7,1.0,13.164000000000001,0.15,0.05,0.29600000000000004,0.0,0.02,0.049913,0.209,0.262,0.268,5042.0,0.002,0.542,0.294,0.083,0.6459999999999999,0.005,0.01,0.057999999999999996,0.006,0.017,0.433,0.002,0.003,0.003,0.7559999999999999,0.0004,0.41600000000000004,0.083,0.787,0.004,0.01,0.059000000000000004,0.006999999999999999,0.016,0.5579999999999999,0.003,0.036000000000000004,3.4,58.0,0.6,11.0,0.09,2.2,25.8,3.9,56.5,0.5,6.8,0.1,2.1,26.6,False,False
5485,Э76ХФ,39.0,46.5166667,16.8333333,46.5166667,0.323525,0.149564,0.157296,0.166108,0.0402708,1588.0,1579.0,10.988319599999999,12600.0,117.3,1.0,17.038,0.13300000000000003,0.05,0.322,0.059000000000000004,0.02,0.050527999999999997,0.188,0.242,0.26899999999999996,3535.0,0.002,0.528,0.292,0.081,0.659,0.004,0.009000000000000001,0.055999999999999994,0.008,0.019,0.428,0.001,0.002,0.003,0.764,0.0003,0.415,0.08,0.7929999999999999,0.004,0.013000000000000001,0.057,0.008,0.013000000000000001,0.573,0.002,0.036000000000000004,4.0,58.9,0.9,9.7,0.18,2.4,24.3,4.6,60.3,0.5,7.3,0.07,2.6,23.1,False,False
5486,Э76ХФ,44.0,41.033333299999995,18.0166667,41.033333299999995,0.35346500000000003,0.009452,0.24555,0.208135,0.0404438,1576.0,1577.0,9.6738989,13181.128584600001,118.5,1.0,13.177999999999999,0.15200000000000002,0.05,0.382,0.027999999999999997,0.02,0.050745,0.215,0.38,0.017,3958.0,0.002,0.513,0.41200000000000003,0.08,0.5870000000000001,0.006999999999999999,0.012,0.126,0.006999999999999999,0.018000000000000002,0.408,0.001,0.002,0.003,0.741,0.0002,0.41700000000000004,0.079,0.79,0.006,0.012,0.125,0.008,0.013999999999999999,0.57,0.002,0.035,3.6,57.0,0.5,10.5,0.07,2.2,25.8,3.6,56.8,0.7,7.8,0.17,2.1,26.5,False,False
5487,Э76ХФ,51.0,41.5,19.0833333,41.5,0.339025,0.14178,0.25096199999999996,0.221369,0.0393485,1573.0,1579.0,11.123497300000002,12526.1135371,114.3,1.0,15.267000000000001,0.22100000000000003,0.05,0.33899999999999997,0.0,0.02,0.049407,0.233,0.38799999999999996,0.255,3984.0,0.002,0.516,0.298,0.083,0.57,0.006,0.013000000000000001,0.077,0.005,0.017,0.377,0.001,0.002,0.002,0.763,0.0002,0.41600000000000004,0.083,0.792,0.005,0.012,0.076,0.006,0.015,0.57,0.002,0.036000000000000004,3.4,51.0,0.8,13.3,0.26,1.9,26.5,3.4,57.5,0.8,6.7,0.17,2.1,27.2,False,False
5488,Э76ХФ,32.0,43.8833333,19.9,43.8833333,0.306915,0.144004,0.222948,0.189492,0.0403001,1562.0,1576.0,10.357007199999998,13028.1407035,117.3,1.0,15.15,0.162,0.05,0.3,0.027999999999999997,0.02,0.051071,0.196,0.345,0.259,4321.0,0.002,0.536,0.298,0.08900000000000001,0.602,0.006,0.012,0.071,0.005,0.018000000000000002,0.41700000000000004,0.001,0.002,0.003,0.762,0.0004,0.415,0.08900000000000001,0.785,0.005,0.013999999999999999,0.071,0.006,0.015,0.569,0.002,0.035,2.7,56.8,0.2,12.2,0.06,2.2,26.0,3.1,56.4,0.7,7.7,0.11,2.4,23.1,False,False
5489,Э76ХФ,38.0,40.7,17.3,40.7,0.2511139,0.099524,0.14376,0.155842,0.0391015,1546.0,1578.0,6.5302154,13113.294797700002,115.3,1.0,8.843,0.086,0.05,0.217,0.036000000000000004,0.02,0.049552,0.17800000000000002,0.221,0.179,3781.0,0.002,0.5760000000000001,0.332,0.1,0.659,0.006,0.011000000000000001,0.07,0.008,0.02,0.45,0.001,0.002,0.003,0.775,0.0003,0.41600000000000004,0.102,0.782,0.005,0.01,0.07,0.008,0.018000000000000002,0.56,0.002,0.033,3.7,53.7,0.7,10.7,0.1,2.4,22.7,3.5,55.5,0.7,9.3,0.23,2.2,26.2,False,False
5490,Э76ХФ,38.0,40.7,14.633333300000002,40.7,0.319345,0.118323,0.175488,0.16201400000000002,0.0395292,1591.0,1578.0,9.3722359,12554.8974943,115.8,1.0,12.715,0.12700000000000003,0.05,0.322,0.064,0.02,0.050094,0.174,0.271,0.213,3062.0,0.002,0.546,0.316,0.099,0.631,0.006,0.012,0.066,0.006,0.017,0.42200000000000004,0.001,0.002,0.003,0.779,0.0002,0.413,0.098,0.779,0.005,0.013000000000000001,0.066,0.006999999999999999,0.013999999999999999,0.5529999999999999,0.002,0.035,3.6,48.7,0.3,12.8,0.07,2.3,21.3,4.0,58.2,0.3,11.0,0.08,2.3,25.5,False,False
5491,Э76ХФ,35.0,40.033333299999995,20.2333333,40.033333299999995,0.37455,0.13985999999999998,0.25492800000000004,0.204862,0.039586,1538.0,1576.0,8.041548700000002,13587.4794069,117.0,1.0,10.731,0.16399999999999998,0.05,0.38299999999999995,0.021,0.02,0.050166,0.20600000000000002,0.395,0.252,4582.0,0.002,0.494,0.3,0.11900000000000001,0.564,0.008,0.011000000000000001,0.076,0.006,0.025,0.39799999999999996,0.001,0.002,0.003,0.778,0.0002,0.415,0.11699999999999999,0.78,0.006,0.013000000000000001,0.076,0.006999999999999999,0.023,0.562,0.002,0.034,3.6,46.5,0.4,9.4,0.06,2.1,21.8,3.5,56.6,0.7,9.8,0.19,2.2,26.6,False,False
5494,другие,26.0,50.033333299999995,22.5166667,50.033333299999995,0.33531,0.15650999999999998,0.13476,0.103798,0.040082099999999996,1572.0,1605.0,12.3442724,13182.2353812,110.5,1.0,19.936,0.128,0.05,0.336,0.044000000000000004,0.02,0.050492,0.102,0.209,0.282,4947.0,0.001,0.44,0.43700000000000006,0.11599999999999999,0.622,0.006999999999999999,0.011000000000000001,0.077,0.006,0.023,0.17,0.001,0.002,0.012,0.69,0.0001,0.568,0.11599999999999999,0.738,0.006999999999999999,0.015,0.078,0.006,0.02,0.254,0.001,0.002,3.1,50.1,1.3,27.7,0.44,2.1,24.0,3.6,55.4,0.5,11.5,0.12,2.1,26.7,False,False
5502,Э76ХФ,34.0,48.3666667,29.9666667,48.3666667,0.28115500000000004,0.13153499999999999,0.158424,0.161204,0.038844199999999995,1540.0,1619.0,11.5973962,14558.1757508,112.2,1.0,18.311,0.241,0.05,0.273,0.046,0.02,0.049226000000000006,0.18000000000000002,0.244,0.237,7271.0,0.002,0.503,0.303,0.107,0.6509999999999999,0.009000000000000001,0.01,0.075,0.006,0.02,0.431,0.002,0.002,0.004,0.768,0.0003,0.419,0.106,0.797,0.008,0.012,0.075,0.006999999999999999,0.01,0.551,0.002,0.037000000000000005,4.6,51.0,1.9,14.6,0.49,2.2,23.5,5.4,49.9,1.0,10.5,0.17,2.3,23.1,False,False
5503,Э76ХФ,35.0,54.716666700000005,27.8333333,54.716666700000005,0.32621,0.15317999999999998,0.19773,0.167517,0.0401289,1517.0,1599.0,11.1766931,14466.826347299999,116.9,1.0,20.354,0.16500000000000004,0.05,0.32299999999999995,0.047,0.02,0.050854,0.17300000000000001,0.306,0.276,6711.0,0.002,0.505,0.29100000000000004,0.107,0.614,0.008,0.011000000000000001,0.075,0.006,0.02,0.426,0.002,0.002,0.004,0.762,0.0003,0.42,0.107,0.785,0.006999999999999999,0.012,0.075,0.006999999999999999,0.011000000000000001,0.5529999999999999,0.002,0.037000000000000005,5.2,48.1,0.5,11.1,0.11,2.2,21.5,4.9,55.1,0.7,11.0,0.16,2.3,24.4,False,False
5504,Э76ХФ,46.0,51.033333299999995,22.4,51.033333299999995,0.372665,0.13375499999999999,0.14748,0.176432,0.0391299,1549.0,1583.0,12.7148184,14148.2142857,114.0,1.0,21.594,0.116,0.05,0.386,0.061,0.02,0.049588,0.20800000000000002,0.226,0.24100000000000002,5282.0,0.002,0.486,0.305,0.098,0.643,0.006,0.01,0.063,0.006999999999999999,0.021,0.40700000000000003,0.001,0.003,0.003,0.77,0.0004,0.42200000000000004,0.099,0.789,0.005,0.011000000000000001,0.064,0.009000000000000001,0.013000000000000001,0.57,0.002,0.037000000000000005,4.3,50.9,1.0,15.8,0.5,2.5,20.1,4.2,53.5,0.9,10.8,0.2,2.3,25.4,False,False
5505,Э76ХФ,51.0,48.8833333,19.6666667,48.8833333,0.30372,0.1443,0.17007,0.171599,0.0394148,1559.0,1588.0,10.9373247,13579.322033899998,116.1,1.0,17.761,0.155,0.05,0.298,0.04,0.02,0.049949,0.191,0.262,0.26,4451.0,0.002,0.541,0.298,0.094,0.635,0.006,0.01,0.073,0.009000000000000001,0.018000000000000002,0.425,0.001,0.003,0.003,0.757,0.0003,0.419,0.094,0.782,0.005,0.011000000000000001,0.07400000000000001,0.009000000000000001,0.01,0.557,0.002,0.036000000000000004,5.2,48.5,0.5,15.8,0.26,2.1,23.2,5.2,50.0,0.8,13.6,0.16,2.2,22.9,False,False
5506,Э76ХФ,61.0,46.3833333,20.7,46.3833333,0.31253000000000003,0.15872999999999998,0.174102,0.180539,0.040842199999999995,1550.0,1572.0,11.8762487,13527.536231900001,118.2,1.0,18.362000000000002,0.14800000000000002,0.05,0.306,0.039,0.02,0.051758000000000005,0.203,0.268,0.28600000000000003,4667.0,0.002,0.52,0.287,0.099,0.633,0.006,0.011000000000000001,0.063,0.006999999999999999,0.018000000000000002,0.42,0.002,0.002,0.003,0.7509999999999999,0.0002,0.42,0.099,0.785,0.005,0.012,0.064,0.008,0.013000000000000001,0.562,0.002,0.037000000000000005,5.0,50.7,1.1,14.8,0.13,2.1,24.4,4.7,52.9,0.6,11.7,0.14,2.3,24.8,False,False
5507,Э76ХФ,59.0,43.716666700000005,19.55,43.716666700000005,0.3078,0.11544000000000001,0.136888,0.155554,0.039444,1538.0,1577.0,9.401767199999998,13500.767263400001,114.4,1.0,13.595999999999998,0.20499999999999996,0.05,0.31,0.038,0.02,0.049986,0.18600000000000003,0.201,0.20800000000000002,4399.0,0.002,0.542,0.321,0.11800000000000001,0.6659999999999999,0.016,0.011000000000000001,0.076,0.009000000000000001,0.022000000000000002,0.43799999999999994,0.002,0.003,0.003,0.779,0.0003,0.418,0.11599999999999999,0.782,0.015,0.012,0.076,0.01,0.015,0.575,0.003,0.037000000000000005,5.2,32.6,1.4,10.2,0.16,1.8,18.3,4.8,55.4,0.3,11.2,0.07,2.2,24.8,False,False
5508,Э76ХФ,41.0,46.65,20.8666667,46.65,0.33446,0.12875999999999999,0.147871,0.150123,0.0401857,1535.0,1580.0,9.670613699999999,13686.9009585,116.4,1.0,14.882,0.155,0.05,0.34,0.038,0.02,0.050926,0.174,0.217,0.23199999999999998,4760.0,0.002,0.504,0.308,0.10400000000000001,0.662,0.006999999999999999,0.01,0.068,0.008,0.021,0.435,0.002,0.003,0.003,0.7390000000000001,0.0002,0.41600000000000004,0.102,0.7829999999999999,0.006,0.01,0.068,0.009000000000000001,0.013000000000000001,0.564,0.003,0.037000000000000005,4.4,46.0,0.8,11.3,0.16,2.2,21.1,5.1,55.4,0.4,10.7,0.06,2.2,24.7,False,False
5509,Э76ХФ,46.0,43.033333299999995,22.1666667,43.033333299999995,0.197505,0.090465,0.070122,0.093042,0.0381877,1512.0,1577.0,11.2134276,14205.112782,111.4,1.0,15.867,0.06399999999999999,0.05,0.18100000000000002,0.039,0.02,0.048394,0.11599999999999999,0.102,0.163,5248.0,0.002,0.626,0.342,0.096,0.725,0.009000000000000001,0.009000000000000001,0.086,0.01,0.018000000000000002,0.484,0.002,0.004,0.003,0.772,0.0005,0.42100000000000004,0.095,0.784,0.008,0.011000000000000001,0.086,0.01,0.013999999999999999,0.5660000000000001,0.003,0.038,3.9,56.4,0.3,13.2,0.09,2.2,25.2,4.4,57.3,0.6,11.0,0.08,2.3,25.3,False,False
5510,Э76ХФ,51.0,49.0666667,17.9833333,49.0666667,0.336805,0.13375499999999999,0.20087,0.174327,0.0395576,1562.0,1574.0,11.32295,13445.783132499999,115.4,1.0,18.296,0.106,0.05,0.34,0.039,0.02,0.05013,0.191,0.29600000000000004,0.24100000000000002,4030.0,0.001,0.516,0.304,0.095,0.617,0.008,0.01,0.067,0.006999999999999999,0.018000000000000002,0.418,0.001,0.003,0.003,0.763,0.0005,0.418,0.094,0.789,0.006999999999999999,0.012,0.067,0.008,0.013000000000000001,0.5760000000000001,0.003,0.037000000000000005,4.7,49.5,0.9,12.4,0.15,2.1,23.9,4.5,56.0,0.6,10.9,0.11,2.2,25.0,False,False
5511,Э76ХФ,57.0,43.8666667,22.5,43.8666667,0.326875,0.167055,0.267137,0.199203,0.0403001,1535.0,1573.0,9.4985562,13909.333333300001,117.7,1.0,13.889000000000001,0.16500000000000004,0.05,0.319,0.039,0.02,0.051071,0.204,0.395,0.301,5216.0,0.001,0.507,0.281,0.095,0.5670000000000001,0.013999999999999999,0.011000000000000001,0.07200000000000001,0.005,0.019,0.408,0.002,0.003,0.003,0.7440000000000001,0.0005,0.419,0.09699999999999999,0.784,0.013000000000000001,0.011000000000000001,0.073,0.006,0.013999999999999999,0.562,0.003,0.037000000000000005,4.3,50.9,0.4,14.3,0.17,1.9,26.1,4.4,55.6,0.7,11.0,0.12,2.2,25.2,False,False
5512,Э76ХФ,55.0,46.6833333,20.8333333,46.6833333,0.30155,0.127768,0.190289,0.150828,0.0394724,1563.0,1571.0,9.8184163,13538.88,115.5,1.0,15.224,0.06099999999999999,0.05,0.298,0.04,0.02,0.050022000000000004,0.159,0.281,0.23,4701.0,0.002,0.5579999999999999,0.313,0.102,0.628,0.01,0.009000000000000001,0.066,0.006999999999999999,0.02,0.442,0.001,0.003,0.003,0.75,0.0003,0.42,0.10099999999999999,0.785,0.009000000000000001,0.012,0.066,0.008,0.013000000000000001,0.561,0.002,0.037000000000000005,4.4,50.3,0.9,14.9,0.22,2.1,24.3,4.5,55.3,0.5,11.9,0.09,2.2,25.5,False,False
5513,Э76ХФ,27.0,45.2,14.45,45.2,0.333435,0.14734,0.209181,0.163332,0.0390439,1579.0,1579.0,11.3008172,13361.937716299999,113.3,1.0,16.901,0.13900000000000004,0.05,0.33299999999999996,0.027000000000000003,0.02,0.049479,0.171,0.309,0.265,3218.0,0.001,0.526,0.293,0.086,0.601,0.006,0.011000000000000001,0.065,0.006,0.019,0.425,0.001,0.003,0.003,0.7509999999999999,0.0002,0.42,0.087,0.782,0.005,0.011000000000000001,0.066,0.006999999999999999,0.012,0.564,0.002,0.037000000000000005,4.5,51.2,0.5,13.8,0.2,2.1,24.4,4.3,49.5,0.7,10.0,0.13,2.0,24.8,False,False
5514,Э76ХФ,31.0,46.9,25.9333333,46.9,0.31256,0.141224,0.191588,0.1257,0.0405282,1519.0,1569.0,10.197813400000001,14187.1465296,117.0,1.0,15.546,0.06599999999999999,0.05,0.309,0.027000000000000003,0.02,0.05136,0.12,0.284,0.254,6132.0,0.002,0.547,0.301,0.10099999999999999,0.625,0.006999999999999999,0.01,0.065,0.006,0.018000000000000002,0.461,0.002,0.003,0.003,0.759,0.0001,0.419,0.102,0.7829999999999999,0.006,0.011000000000000001,0.066,0.006999999999999999,0.015,0.5589999999999999,0.003,0.037000000000000005,4.0,49.4,0.4,8.1,0.07,2.3,21.6,4.6,54.9,0.6,11.5,0.11,2.3,25.6,False,False
5515,Э76ХФ,27.0,42.05,16.533333300000002,42.05,0.315855,0.132884,0.20997399999999997,0.168096,0.0402709,1564.0,1576.0,8.7658391,13891.935483899999,112.3,1.0,12.259999999999998,0.14600010000000002,0.0500001,0.31400009999999995,0.0,0.02,0.051033999999999996,0.1780001,0.3100001,0.239,3828.0,0.001,0.557,0.307,0.11199999999999999,0.603,0.009000000000000001,0.012,0.073,0.008,0.022000000000000002,0.423,0.001,0.003,0.003,0.742,0.0007,0.42100000000000004,0.111,0.785,0.008,0.011000000000000001,0.073,0.008,0.019,0.57,0.002,0.039,4.3,50.6,1.2,12.8,0.22,2.0,25.7,4.4,56.1,0.6,11.5,0.11,2.2,25.9,False,False
5516,Э76ХФ,29.0,41.85,20.0,41.85,0.268475,0.14289200000000002,0.171758,0.12732000000000002,0.0412699,1548.0,1578.0,8.7435754,13338.0,114.6,1.0,12.173,0.146,0.05,0.255,0.027000000000000003,0.02,0.0523,0.13,0.254,0.257,4446.0,0.002,0.5710000000000001,0.298,0.095,0.637,0.006,0.01,0.066,0.008,0.019,0.46,0.002,0.003,0.004,0.774,0.0005,0.419,0.094,0.782,0.005,0.011000000000000001,0.066,0.009000000000000001,0.012,0.5670000000000001,0.003,0.039,5.0,50.6,1.0,15.5,0.19,2.1,24.5,4.5,49.0,0.5,9.7,0.1,2.0,24.1,False,False
5517,Э76ХФ,29.0,45.216666700000005,22.0166667,45.216666700000005,0.33066,0.15901600000000002,0.21913200000000002,0.16383599999999998,0.0408245,1554.0,1575.0,8.3736823,13669.6442089,117.6,1.0,12.620999999999999,0.14500000000000002,0.05,0.327,0.027000000000000003,0.02,0.051613,0.168,0.324,0.28600000000000003,5016.0,0.002,0.532,0.28800000000000003,0.099,0.602,0.006999999999999999,0.01,0.07200000000000001,0.006,0.02,0.424,0.001,0.002,0.003,0.768,0.0003,0.42,0.098,0.784,0.006,0.011000000000000001,0.073,0.006999999999999999,0.015,0.563,0.003,0.037000000000000005,4.4,47.7,1.2,15.7,0.25,2.0,24.2,4.5,51.4,0.4,12.1,0.06,2.2,23.2,False,False
