t вып-обр,t обработка,t под током,t продувка,ПСН гр.,чист расход C,чист расход Cr,чист расход Mn,чист расход Si,чист расход V,температура первая,Ar (интенс.),эл. энергия (интенс.),расход газ Ar,сыпуч известь РП,сыпуч  шпат плав.,ферспл CaC2,ферспл  Mn5Si65Al0.5,ферспл SiMn18,химсталь первый Al_1,химсталь первый Mn_1,химсталь первый Si_1,химсталь первый V_1,химсталь последний Al,химсталь последний Ca,химсталь последний Mn,химсталь последний Si,химсталь последний V,химшлак первый Al2O3_1,химшлак первый CaO_1,химшлак первый FeO_1,химшлак первый MgO_1,химшлак первый MnO_1,химшлак первый R_1,химшлак первый SiO2_1,химшлак последний Al2O3,химшлак последний CaO,химшлак последний FeO,химшлак последний MgO,химшлак последний MnO,химшлак последний R,химшлак последний SiO2
21.0,41.6666667,15.9666667,41.6666667,2.9896507999999997,0.331065,0.12183599999999999,0.134838,0.151789,0.04075019999999999,1573.0,8.7168904,13580.7933194,12.085,0.14800000000000002,0.027999999999999997,0.02,0.17600000000000002,0.209,0.001,0.665,0.436,0.003,0.002,0.0001,0.784,0.569,0.037000000000000005,3.0,52.0,1.2,14.4,0.24,2.0,25.7,3.0,53.8,0.8,6.4,0.11,2.4,22.8
13.0,40.8666667,11.133333300000002,40.8666667,3.0,0.339045,0.127556,0.131226,0.17639100000000002,0.0405184,1605.0,9.8963295,12578.4431138,13.481,0.147,0.0,0.02,0.215,0.201,0.002,0.67,0.424,0.002,0.003,0.0002,0.784,0.564,0.037000000000000005,3.2,51.7,1.2,15.5,0.2,2.1,24.6,3.2,59.0,0.8,9.5,0.2,2.3,25.3
15.0,41.7,16.1666667,41.7,2.3819169999999996,0.357645,0.138996,0.101604,0.137656,0.0401992,1581.0,16.027338099999998,12792.9896907,22.278000000000002,0.127,0.027999999999999997,0.02,0.168,0.155,0.002,0.7,0.452,0.003,0.004,0.0002,0.7929999999999999,0.569,0.037000000000000005,5.6,48.2,0.8,12.4,0.09,2.1,22.7,7.7,48.0,0.2,8.5,0.05,2.8,16.9
16.0,44.9,29.8333333,44.9,3.2188889,0.339355,0.136708,0.12301199999999998,0.135756,0.0416788,1552.0,10.1004454,13623.687150799999,15.117,0.15,0.0,0.02,0.156,0.18899999999999997,0.002,0.682,0.452,0.003,0.003,0.0002,0.784,0.551,0.038,4.5,55.2,0.3,10.7,0.07,2.5,22.4,4.4,63.1,0.8,3.5,0.1,2.6,24.7
20.0,46.3833333,17.716666699999998,46.3833333,2.9896507999999997,0.30849499999999996,0.12297999999999999,0.082758,0.14091700000000001,0.040924199999999994,1579.0,9.1215954,13380.620884299999,14.103,0.124,0.0,0.02,0.18100000000000002,0.125,0.002,0.711,0.447,0.003,0.003,0.0004,0.7859999999999999,0.563,0.037000000000000005,3.8,56.3,0.2,12.5,0.07,2.4,23.8,3.6,53.3,0.2,11.9,0.08,2.4,22.1
27.0,47.0,14.516666699999998,47.0,2.9896507999999997,0.34006,0.14872,0.140652,0.15759,0.0413885,1600.0,7.877234,14040.413318,12.341,0.15,0.0,0.02,0.182,0.21600000000000003,0.001,0.659,0.428,0.003,0.003,0.0003,0.784,0.569,0.038,3.2,51.5,0.4,17.5,0.14,2.0,25.2,4.3,60.9,0.8,4.5,0.1,2.5,24.3
37.0,53.8666667,25.45,53.8666667,2.9896507999999997,0.309305,0.14586,0.1287,0.136026,0.0412145,1541.0,7.1927599,13624.3614931,12.915,0.149,0.027999999999999997,0.02,0.154,0.198,0.002,0.6759999999999999,0.447,0.003,0.003,0.0002,0.787,0.568,0.039,2.8,50.1,0.5,12.8,0.23,2.1,23.4,3.8,60.4,0.7,8.2,0.09,2.6,23.7
47.0,48.0666667,23.6833333,48.0666667,2.9896507999999997,0.34770500000000004,0.13098800000000002,0.158172,0.152006,0.0409827,1539.0,16.169417499999998,13493.0330753,25.906999999999996,0.126,0.028999999999999998,0.02,0.166,0.244,0.002,0.642,0.441,0.003,0.004,0.0004,0.7809999999999999,0.557,0.037000000000000005,4.8,58.5,0.2,12.4,0.1,2.4,24.9,4.6,53.3,0.4,8.0,0.1,2.4,22.1
33.0,42.533333299999995,20.7,42.533333299999995,2.9896507999999997,0.338965,0.14586,0.144582,0.139769,0.041997900000000005,1546.0,9.3851097,13434.782608700001,13.306,0.127,0.027000000000000003,0.02,0.153,0.223,0.002,0.645,0.43700000000000006,0.003,0.003,0.0001,0.7709999999999999,0.562,0.034,3.9,58.2,0.4,14.1,0.1,2.4,24.6,3.5,55.2,0.8,7.8,0.21,2.3,25.9
32.0,42.05,16.0166667,42.05,2.6161757999999997,0.34703,0.144144,0.152028,0.15813,0.0428968,1584.0,9.4116528,12834.1311134,13.192,0.15,0.0,0.02,0.17800000000000002,0.23399999999999999,0.002,0.6579999999999999,0.43200000000000005,0.002,0.003,0.0003,0.7859999999999999,0.564,0.036000000000000004,3.8,53.9,0.2,13.7,0.08,2.1,25.3,3.7,54.0,0.4,11.7,0.11,2.3,26.4
30.0,42.5666667,21.1666667,42.5666667,3.5077574,0.33216999999999997,0.12698399999999999,0.095028,0.128012,0.039503199999999995,1545.0,9.9611514,13631.8110236,14.130999999999998,0.153,0.062,0.02,0.156,0.145,0.002,0.7020000000000001,0.45,0.003,0.003,0.0001,0.7809999999999999,0.563,0.036000000000000004,3.0,47.5,0.7,11.8,0.1,2.0,23.3,3.1,60.9,0.5,4.3,0.08,2.3,26.3
27.0,46.716666700000005,19.8833333,46.716666700000005,4.0,0.349125,0.142428,0.149088,0.14297200000000002,0.038923400000000004,1548.0,18.1843025,14276.27829,28.316999999999997,0.086,0.040999999999999995,0.02,0.156,0.23,0.002,0.652,0.442,0.002,0.003,0.0001,0.782,0.5710000000000001,0.035,3.2,50.9,2.2,8.8,0.34,2.2,22.9,4.0,55.8,0.5,6.4,0.1,2.2,26.0
33.0,44.3833333,21.2,44.3833333,3.909417,0.307165,0.13556400000000002,0.135114,0.139757,0.0397646,1539.0,18.0648892,14227.358490600001,26.726,0.168,0.040999999999999995,0.02,0.157,0.20800000000000002,0.002,0.674,0.452,0.002,0.003,0.0004,0.792,0.569,0.036000000000000004,3.2,56.8,0.2,11.8,0.13,2.2,25.7,4.6,57.6,0.4,5.7,0.09,2.5,22.7
37.0,44.55,19.6833333,44.55,2.951269,0.35118,0.189904,0.196818,0.180305,0.040460699999999995,1565.0,9.1250469,13287.3835732,13.5,0.155,0.039,0.02,0.193,0.304,0.001,0.625,0.42100000000000004,0.002,0.003,0.0002,0.79,0.57,0.036000000000000004,3.7,49.8,0.5,10.1,0.08,2.2,23.1,4.0,56.4,0.6,9.7,0.14,2.2,25.4
46.0,42.35,21.3,42.35,3.4951008999999997,0.28822,0.185328,0.225438,0.188225,0.040079000000000004,1539.0,10.6519481,14132.3943662,15.037,0.154,0.038,0.02,0.193,0.349,0.002,0.589,0.41100000000000003,0.002,0.003,0.0002,0.784,0.562,0.035,3.8,51.8,0.6,12.4,0.16,2.1,24.8,3.5,58.2,0.9,10.1,0.11,2.2,26.3
52.0,46.8833333,18.5,46.8833333,2.7068291,0.353215,0.176748,0.196008,0.219854,0.0403864,1549.0,12.8240908,13556.7567568,18.512999999999998,0.278,0.049,0.02,0.254,0.301,0.001,0.617,0.395,0.002,0.003,0.0003,0.799,0.5720000000000001,0.036000000000000004,3.1,49.8,2.1,13.5,0.63,2.0,25.3,3.5,53.3,0.8,12.8,0.13,2.1,25.7
26.0,46.8666667,20.1166667,46.8666667,2.9896507999999997,0.269485,0.13442,0.101982,0.151453,0.0392905,1552.0,13.710334900000001,13645.4018227,21.151999999999997,0.147,0.038,0.02,0.18899999999999997,0.155,0.002,0.6940000000000001,0.439,0.003,0.003,0.0006,0.789,0.5710000000000001,0.036000000000000004,3.7,52.6,0.7,12.1,0.1,2.2,24.3,3.9,58.2,0.3,10.2,0.07,2.2,26.0
32.0,42.85,21.8,42.85,2.9896507999999997,0.2911,0.139568,0.120432,0.13373800000000002,0.039550300000000004,1546.0,11.4049008,13158.7155963,16.29,0.139,0.039,0.02,0.154,0.185,0.002,0.6809999999999999,0.449,0.003,0.003,0.0003,0.7829999999999999,0.57,0.035,3.6,49.9,0.5,7.4,0.08,2.5,20.0,4.9,63.0,0.3,4.2,0.06,2.8,22.4
35.0,41.8666667,15.833333300000001,41.8666667,3.0,0.306825,0.11039600000000001,0.140922,0.167445,0.0405011,1544.0,8.6030656,17094.3157895,11.693,0.14800000000000002,0.046,0.02,0.19699999999999998,0.21600000000000003,0.001,0.6629999999999999,0.418,0.003,0.003,0.0004,0.7879999999999999,0.5710000000000001,0.036000000000000004,3.2,50.6,0.6,9.7,0.12,2.2,22.6,4.0,60.3,0.3,6.1,0.06,2.6,23.6
35.0,44.033333299999995,17.8833333,44.033333299999995,2.067911,0.348535,0.15158,0.165576,0.19187200000000001,0.042605199999999996,1567.0,7.5851964999999995,12605.0326188,10.988,0.086,0.038,0.02,0.22399999999999998,0.254,0.001,0.643,0.40700000000000003,0.002,0.003,0.0002,0.787,0.575,0.035,3.4,51.0,0.5,11.0,0.1,2.2,23.6,3.2,52.6,0.4,11.9,0.07,2.3,26.3
34.0,44.033333299999995,21.0166667,44.033333299999995,3.3963108,0.34564,0.167024,0.23273400000000002,0.224149,0.0409339,1556.0,8.736336099999999,13843.298969100002,12.823,0.27,0.027999999999999997,0.02,0.245,0.359,0.001,0.588,0.385,0.002,0.002,0.003,0.7879999999999999,0.568,0.037000000000000005,3.0,49.0,0.7,15.6,0.27,1.8,26.9,4.1,57.5,0.5,7.1,0.11,2.1,26.8
33.0,47.7,27.366666700000003,47.7,4.2077125,0.279945,0.147172,0.152952,0.168818,0.03934869999999999,1554.0,11.2294,14364.920828299999,17.102999999999998,0.239,0.04,0.02,0.19399999999999998,0.235,0.002,0.669,0.447,0.003,0.003,0.0002,0.804,0.575,0.038,3.3,46.0,0.6,9.8,0.09,2.3,20.3,4.2,56.2,0.4,9.7,0.1,2.3,24.9
29.0,58.1833333,25.216666699999998,58.1833333,2.9078546000000003,0.3460413,0.151788,0.233316,0.222354,0.04001180000000001,1579.0,9.637738,13353.0733642,18.558,0.345,0.036000000000000004,0.02,0.242,0.36,0.001,0.5920000000000001,0.389,0.002,0.004,0.0004,0.804,0.562,0.037000000000000005,4.3,46.7,0.8,12.9,0.21,1.9,25.0,4.2,57.3,0.5,10.6,0.1,2.3,25.4
48.0,44.2,26.4666667,44.2,3.7114093999999995,0.18698499999999998,0.122876,0.117702,0.149283,0.040155300000000005,1531.0,9.9692308,13413.8539043,14.687999999999999,0.129,0.044000000000000004,0.02,0.179,0.18,0.002,0.69,0.44799999999999995,0.003,0.004,0.0006,0.784,0.575,0.037000000000000005,4.0,59.5,0.3,11.6,0.09,2.5,23.4,3.8,59.5,1.0,8.7,0.11,2.4,24.7
46.0,49.2333333,22.05,49.2333333,2.5317144,0.30735759999999995,0.132328,0.169194,0.185701,0.0385413,1591.0,11.4544347,12772.7891156,18.798,0.262,0.0,0.02,0.213,0.26,0.002,0.645,0.42100000000000004,0.002,0.003,0.0004,0.79,0.568,0.036000000000000004,3.6,50.9,0.8,16.1,0.1,2.0,25.0,3.9,57.5,0.5,8.7,0.13,2.2,26.0
59.0,42.716666700000005,20.5666667,42.716666700000005,3.6535552000000004,0.337735,0.145116,0.193002,0.179249,0.0403864,1567.0,11.0345689,13591.896272299999,15.712,0.07400000000000001,0.035,0.02,0.193,0.298,0.002,0.631,0.42,0.002,0.003,0.0002,0.79,0.5710000000000001,0.036000000000000004,3.1,53.9,0.4,12.8,0.08,2.0,26.6,3.2,56.9,0.6,10.7,0.12,2.1,27.1
48.0,42.35,17.3,42.35,3.0,0.302885,0.132884,0.174396,0.168232,0.0386274,1584.0,11.909327000000001,13193.0635838,16.812,0.0,0.027000000000000003,0.02,0.184,0.26899999999999996,0.002,0.64,0.425,0.002,0.003,0.0003,0.79,0.581,0.036000000000000004,3.8,57.2,0.4,10.4,0.06,2.2,25.5,3.5,57.9,0.9,9.9,0.11,2.3,25.7
50.0,42.6833333,21.6833333,42.6833333,3.0,0.33664499999999997,0.145116,0.183864,0.168244,0.0401266,1555.0,8.711128500000001,13456.418139899999,12.394,0.0,0.039,0.02,0.18,0.284,0.002,0.629,0.41700000000000004,0.002,0.003,0.0006,0.782,0.561,0.036000000000000004,4.1,61.8,0.4,8.5,0.07,2.7,23.1,3.4,56.7,0.9,9.9,0.12,2.2,25.8
46.0,39.85,17.35,39.85,3.6366723,0.325255,0.13733199999999998,0.22071,0.199957,0.039982300000000005,1569.0,11.4602258,13725.648415000001,15.222999999999999,0.0,0.0,0.02,0.213,0.341,0.002,0.603,0.40299999999999997,0.002,0.003,0.0004,0.794,0.57,0.036000000000000004,4.4,59.4,0.5,8.9,0.11,2.6,23.1,5.2,54.9,0.6,8.3,0.08,2.5,21.6
37.0,40.716666700000005,19.8333333,40.716666700000005,2.9896507999999997,0.31245,0.130104,0.156882,0.150997,0.0385413,1518.0,11.0210397,13165.714285700002,14.958,0.0,0.026000000000000002,0.02,0.165,0.242,0.002,0.655,0.439,0.002,0.003,0.0003,0.794,0.579,0.034,3.3,50.9,1.0,7.9,0.12,2.8,18.5,3.2,60.6,0.4,5.4,0.07,2.4,25.4
40.0,44.55,21.5166667,44.55,2.9896507999999997,0.335115,0.159572,0.219858,0.191897,0.0402708,1565.0,10.395375300000001,12726.8783888,15.235,0.20199999999999999,0.027999999999999997,0.02,0.201,0.34,0.002,0.6,0.414,0.002,0.002,0.0002,0.789,0.5579999999999999,0.035,2.9,46.3,0.7,8.3,0.05,2.1,22.0,2.7,56.6,0.6,10.5,0.07,2.1,26.8
44.0,40.7,22.3,40.7,3.7091535,0.30278,0.149008,0.17039400000000002,0.183425,0.039780699999999995,1531.0,9.8442875,13565.9192825,13.164000000000001,0.15,0.0,0.02,0.209,0.262,0.002,0.6459999999999999,0.433,0.003,0.003,0.0004,0.787,0.5579999999999999,0.036000000000000004,3.4,58.0,0.6,11.0,0.09,2.2,25.8,3.9,56.5,0.5,6.8,0.1,2.1,26.6
39.0,46.5166667,16.8333333,46.5166667,2.4920212999999998,0.323525,0.149564,0.157296,0.166108,0.0402708,1588.0,10.988319599999999,12600.0,17.038,0.133,0.059000000000000004,0.02,0.188,0.242,0.002,0.659,0.428,0.002,0.003,0.0003,0.7929999999999999,0.573,0.036000000000000004,4.0,58.9,0.9,9.7,0.18,2.4,24.3,4.6,60.3,0.5,7.3,0.07,2.6,23.1
44.0,41.033333299999995,18.0166667,41.033333299999995,4.0,0.35346500000000003,0.009452,0.24555,0.208135,0.0404438,1576.0,9.6738989,13181.128584600001,13.177999999999999,0.152,0.027999999999999997,0.02,0.215,0.38,0.002,0.5870000000000001,0.408,0.002,0.003,0.0002,0.79,0.57,0.035,3.6,57.0,0.5,10.5,0.07,2.2,25.8,3.6,56.8,0.7,7.8,0.17,2.1,26.5
51.0,41.5,19.0833333,41.5,2.8817532999999997,0.339025,0.14178,0.25096199999999996,0.221369,0.0393485,1573.0,11.123497300000002,12526.1135371,15.267000000000001,0.221,0.0,0.02,0.233,0.38799999999999996,0.002,0.57,0.377,0.002,0.002,0.0002,0.792,0.57,0.036000000000000004,3.4,51.0,0.8,13.3,0.26,1.9,26.5,3.4,57.5,0.8,6.7,0.17,2.1,27.2
32.0,43.8833333,19.9,43.8833333,2.7045814,0.306915,0.144004,0.222948,0.189492,0.0403001,1562.0,10.357007199999998,13028.1407035,15.15,0.162,0.027999999999999997,0.02,0.196,0.345,0.002,0.602,0.41700000000000004,0.002,0.003,0.0004,0.785,0.569,0.035,2.7,56.8,0.2,12.2,0.06,2.2,26.0,3.1,56.4,0.7,7.7,0.11,2.4,23.1
38.0,40.7,17.3,40.7,3.0887162999999997,0.2511139,0.099524,0.14376,0.155842,0.0391015,1546.0,6.5302154,13113.294797700002,8.843,0.086,0.036000000000000004,0.02,0.17800000000000002,0.221,0.002,0.659,0.45,0.002,0.003,0.0003,0.782,0.56,0.033,3.7,53.7,0.7,10.7,0.1,2.4,22.7,3.5,55.5,0.7,9.3,0.23,2.2,26.2
38.0,40.7,14.633333300000002,40.7,2.6827224999999997,0.319345,0.118323,0.175488,0.16201400000000002,0.0395292,1591.0,9.3722359,12554.8974943,12.715,0.127,0.064,0.02,0.174,0.271,0.002,0.631,0.42200000000000004,0.002,0.003,0.0002,0.779,0.5529999999999999,0.035,3.6,48.7,0.3,12.8,0.07,2.3,21.3,4.0,58.2,0.3,11.0,0.08,2.3,25.5
35.0,40.033333299999995,20.2333333,40.033333299999995,3.5938257000000005,0.37455,0.13985999999999998,0.25492800000000004,0.204862,0.039586,1538.0,8.041548700000002,13587.4794069,10.731,0.16399999999999998,0.021,0.02,0.20600000000000002,0.395,0.002,0.564,0.39799999999999996,0.002,0.003,0.0002,0.78,0.562,0.034,3.6,46.5,0.4,9.4,0.06,2.1,21.8,3.5,56.6,0.7,9.8,0.19,2.2,26.6
34.0,48.3666667,29.9666667,48.3666667,5.112133900000001,0.28115500000000004,0.13153499999999999,0.158424,0.161204,0.038844199999999995,1540.0,11.5973962,14558.1757508,18.311,0.241,0.046,0.02,0.18000000000000002,0.244,0.002,0.6509999999999999,0.431,0.002,0.004,0.0003,0.797,0.551,0.037000000000000005,4.6,51.0,1.9,14.6,0.49,2.2,23.5,5.4,49.9,1.0,10.5,0.17,2.3,23.1
35.0,54.716666700000005,27.8333333,54.716666700000005,4.9095331,0.32621,0.15317999999999998,0.19773,0.167517,0.0401289,1517.0,11.1766931,14466.826347299999,20.354,0.165,0.047,0.02,0.17300000000000001,0.306,0.002,0.614,0.426,0.002,0.004,0.0003,0.785,0.5529999999999999,0.037000000000000005,5.2,48.1,0.5,11.1,0.11,2.2,21.5,4.9,55.1,0.7,11.0,0.16,2.3,24.4
46.0,51.033333299999995,22.4,51.033333299999995,4.842761299999999,0.372665,0.13375499999999999,0.14748,0.176432,0.0391299,1549.0,12.7148184,14148.2142857,21.594,0.0,0.061,0.02,0.20800000000000002,0.226,0.002,0.643,0.40700000000000003,0.003,0.003,0.0004,0.789,0.57,0.037000000000000005,4.3,50.9,1.0,15.8,0.5,2.5,20.1,4.2,53.5,0.9,10.8,0.2,2.3,25.4
51.0,48.8833333,19.6666667,48.8833333,2.9896507999999997,0.30372,0.1443,0.17007,0.171599,0.0394148,1559.0,10.9373247,13579.322033899998,17.761,0.155,0.04,0.02,0.191,0.262,0.002,0.635,0.425,0.003,0.003,0.0003,0.782,0.557,0.036000000000000004,5.2,48.5,0.5,15.8,0.26,2.1,23.2,5.2,50.0,0.8,13.6,0.16,2.2,22.9
61.0,46.3833333,20.7,46.3833333,3.8705357000000005,0.31253000000000003,0.15872999999999998,0.174102,0.180539,0.040842199999999995,1550.0,11.8762487,13527.536231900001,18.362000000000002,0.14800000000000002,0.039,0.02,0.203,0.268,0.002,0.633,0.42,0.002,0.003,0.0002,0.785,0.562,0.037000000000000005,5.0,50.7,1.1,14.8,0.13,2.1,24.4,4.7,52.9,0.6,11.7,0.14,2.3,24.8
59.0,43.716666700000005,19.55,43.716666700000005,2.9896507999999997,0.3078,0.11544000000000001,0.136888,0.155554,0.039444,1538.0,9.401767199999998,13500.767263400001,13.595999999999998,0.205,0.038,0.02,0.18600000000000003,0.201,0.002,0.6659999999999999,0.43799999999999994,0.003,0.003,0.0003,0.782,0.575,0.037000000000000005,5.2,32.6,1.4,10.2,0.16,1.8,18.3,4.8,55.4,0.3,11.2,0.07,2.2,24.8
41.0,46.65,20.8666667,46.65,3.4738854,0.33446,0.12875999999999999,0.147871,0.150123,0.0401857,1535.0,9.670613699999999,13686.9009585,14.882,0.155,0.038,0.02,0.174,0.217,0.002,0.662,0.435,0.003,0.003,0.0002,0.7829999999999999,0.564,0.037000000000000005,4.4,46.0,0.8,11.3,0.16,2.2,21.1,5.1,55.4,0.4,10.7,0.06,2.2,24.7
46.0,43.033333299999995,22.1666667,43.033333299999995,4.8095831,0.197505,0.090465,0.070122,0.093042,0.0381877,1512.0,11.2134276,14205.112782,15.867,0.064,0.039,0.02,0.11599999999999999,0.102,0.002,0.725,0.484,0.004,0.003,0.0005,0.784,0.5660000000000001,0.038,3.9,56.4,0.3,13.2,0.09,2.2,25.2,4.4,57.3,0.6,11.0,0.08,2.3,25.3
51.0,49.0666667,17.9833333,49.0666667,2.9896507999999997,0.336805,0.13375499999999999,0.20087,0.174327,0.0395576,1562.0,11.32295,13445.783132499999,18.296,0.106,0.039,0.02,0.191,0.29600000000000004,0.001,0.617,0.418,0.003,0.003,0.0005,0.789,0.5760000000000001,0.037000000000000005,4.7,49.5,0.9,12.4,0.15,2.1,23.9,4.5,56.0,0.6,10.9,0.11,2.2,25.0
57.0,43.8666667,22.5,43.8666667,4.442278900000001,0.326875,0.167055,0.267137,0.199203,0.0403001,1535.0,9.4985562,13909.333333300001,13.889000000000001,0.165,0.039,0.02,0.204,0.395,0.001,0.5670000000000001,0.408,0.003,0.003,0.0005,0.784,0.562,0.037000000000000005,4.3,50.9,0.4,14.3,0.17,1.9,26.1,4.4,55.6,0.7,11.0,0.12,2.2,25.2
55.0,46.6833333,20.8333333,46.6833333,2.9896507999999997,0.30155,0.127768,0.190289,0.150828,0.0394724,1563.0,9.8184163,13538.88,15.224,0.061,0.04,0.02,0.159,0.281,0.002,0.628,0.442,0.003,0.003,0.0003,0.785,0.561,0.037000000000000005,4.4,50.3,0.9,14.9,0.22,2.1,24.3,4.5,55.3,0.5,11.9,0.09,2.2,25.5
27.0,45.2,14.45,45.2,2.9896507999999997,0.333435,0.14734,0.209181,0.163332,0.0390439,1579.0,11.3008172,13361.937716299999,16.901,0.139,0.027000000000000003,0.02,0.171,0.309,0.001,0.601,0.425,0.003,0.003,0.0002,0.782,0.564,0.037000000000000005,4.5,51.2,0.5,13.8,0.2,2.1,24.4,4.3,49.5,0.7,10.0,0.13,2.0,24.8
31.0,46.9,25.9333333,46.9,4.4027916,0.31256,0.141224,0.191588,0.1257,0.0405282,1519.0,10.197813400000001,14187.1465296,15.546,0.066,0.027000000000000003,0.02,0.12,0.284,0.002,0.625,0.461,0.003,0.003,0.0001,0.7829999999999999,0.5589999999999999,0.037000000000000005,4.0,49.4,0.4,8.1,0.07,2.3,21.6,4.6,54.9,0.6,11.5,0.11,2.3,25.6
27.0,42.05,16.533333300000002,42.05,2.9896507999999997,0.315855,0.132884,0.20997399999999997,0.168096,0.0402709,1564.0,8.7658391,13891.935483899999,12.259999999999998,0.14600010000000002,0.0,0.02,0.1780001,0.3100001,0.001,0.603,0.423,0.003,0.003,0.0007,0.785,0.57,0.039,4.3,50.6,1.2,12.8,0.22,2.0,25.7,4.4,56.1,0.6,11.5,0.11,2.2,25.9
29.0,41.85,20.0,41.85,2.9896507999999997,0.268475,0.14289200000000002,0.171758,0.12732000000000002,0.0412699,1548.0,8.7435754,13338.0,12.173,0.146,0.027000000000000003,0.02,0.13,0.254,0.002,0.637,0.46,0.003,0.004,0.0005,0.782,0.5670000000000001,0.039,5.0,50.6,1.0,15.5,0.19,2.1,24.5,4.5,49.0,0.5,9.7,0.1,2.0,24.1
29.0,45.216666700000005,22.0166667,45.216666700000005,2.9896507999999997,0.33066,0.15901600000000002,0.21913200000000002,0.16383599999999998,0.0408245,1554.0,8.3736823,13669.6442089,12.620999999999999,0.145,0.027000000000000003,0.02,0.168,0.324,0.002,0.602,0.424,0.002,0.003,0.0003,0.784,0.563,0.037000000000000005,4.4,47.7,1.2,15.7,0.25,2.0,24.2,4.5,51.4,0.4,12.1,0.06,2.2,23.2
31.0,41.6833333,20.8166667,41.6833333,2.9896507999999997,0.28729,0.110088,0.129646,0.137784,0.0415102,1542.0,9.265573800000002,13313.3706966,12.874,0.073,0.027999999999999997,0.02,0.162,0.19,0.002,0.675,0.44299999999999995,0.003,0.003,0.0005,0.784,0.565,0.038,3.9,56.9,0.8,11.1,0.12,2.7,20.7,4.4,57.8,0.6,9.8,0.1,2.3,25.7
31.0,46.533333299999995,20.15,46.533333299999995,2.9896507999999997,0.33074499999999996,0.133996,0.10635499999999999,0.13398,0.0404151,1561.0,7.763186200000001,13182.133995,12.02,0.12300000000000001,0.027999999999999997,0.02,0.165,0.155,0.002,0.696,0.45399999999999996,0.003,0.003,0.0002,0.7829999999999999,0.565,0.037000000000000005,4.7,53.4,0.5,10.9,0.08,2.2,24.2,5.1,54.1,0.6,5.5,0.08,2.5,21.9
30.0,52.9166667,30.016666700000002,52.9166667,2.9896507999999997,0.37615,0.090072,0.105419,0.099816,0.0415683,1574.0,8.419364100000001,13290.6163243,14.638,0.145,0.027999999999999997,0.02,0.113,0.155,0.002,0.69,0.473,0.003,0.004,0.0007,0.782,0.5670000000000001,0.039,3.9,53.3,0.9,13.1,0.08,2.1,25.4,4.5,58.0,0.7,7.5,0.07,2.2,25.8
37.0,49.2333333,27.7,49.2333333,3.1978061,0.333995,0.15734800000000002,0.203755,0.158727,0.0411356,1549.0,8.2730535,13548.7364621,13.577,0.196,0.027999999999999997,0.02,0.166,0.301,0.002,0.605,0.44,0.002,0.003,0.0002,0.78,0.561,0.038,4.7,50.6,0.5,15.1,0.23,2.0,25.7,4.6,55.4,0.7,10.7,0.13,2.2,24.9
11.0,115.9,38.6833333,115.9,2.9779717999999997,0.0,0.0,0.0,0.0,0.0,1601.0,5.7436495,12675.2261956,21.92,0.0,0.07200000000000001,0.0,0.0,0.0,0.002,0.63,0.466,0.003,0.003,0.0001,0.784,0.5479999999999999,0.037000000000000005,5.2,50.2,1.2,22.8,0.12,2.1,23.5,5.0,57.1,0.6,4.0,0.08,2.3,24.4
31.0,222.16666669999998,53.216666700000005,222.16666669999998,3.0366111,0.337635,0.161796,0.194597,0.162987,0.040847,1541.0,5.4663265,13350.328844299998,40.466,0.28200000000000003,0.1,0.02,0.17600000000000002,0.28700000000000003,0.001,0.619,0.441,0.002,0.003,0.0002,0.7809999999999999,0.5529999999999999,0.036000000000000004,4.5,48.8,0.5,13.8,0.22,2.0,23.9,4.4,52.7,0.4,11.3,0.14,2.3,23.3
28.0,50.7,20.0166667,50.7,2.0929122,0.344935,0.162908,0.190143,0.19386,0.039492900000000004,1573.0,7.9443787,13135.0541216,13.425999999999998,0.264,0.021,0.02,0.225,0.27899999999999997,0.002,0.631,0.418,0.002,0.003,0.0002,0.79,0.565,0.036000000000000004,4.4,47.7,0.4,14.5,0.27,1.8,25.9,4.4,54.5,0.7,11.2,0.1,2.2,25.7
9.0,62.216666700000005,16.3666667,62.216666700000005,2.6907994,0.339855,0.096188,0.254821,0.28164,0.0323144,1610.0,7.1773373,12889.6130346,14.885,0.0,0.085,0.02,0.335,0.373,0.002,0.583,0.354,0.01,0.003,0.0004,0.795,0.57,0.036000000000000004,3.6,56.8,1.3,8.8,0.18,2.5,22.5,4.5,54.4,0.6,10.8,0.12,2.4,24.9
33.0,40.0,18.1833333,40.0,2.8866499,0.28243,0.068944,0.042485,0.124053,0.0404151,1534.0,7.76025,13499.1750687,10.347000000000001,0.125,0.071,0.02,0.174,0.059000000000000004,0.002,0.748,0.461,0.004,0.002,0.0001,0.7809999999999999,0.555,0.038,4.2,51.8,0.6,16.1,0.2,2.1,24.4,4.5,54.5,0.6,11.5,0.1,2.2,26.0
26.0,40.533333299999995,17.716666699999998,40.533333299999995,2.3736805,0.36846,0.162352,0.139902,0.173601,0.0403864,1551.0,7.7425164,13160.4891816,10.460999999999999,0.096,0.047,0.02,0.213,0.204,0.002,0.6709999999999999,0.433,0.003,0.003,0.0002,0.787,0.563,0.036000000000000004,4.7,54.7,0.7,11.1,0.14,2.8,19.6,4.2,56.3,0.5,12.1,0.16,2.2,25.9
