;t вып-обр;t обработка;ПСН гр.;чист расход C;чист расход Si;чист расход V;температура первая;температура последняя;Ar (интенс.);эл. энергия (интенс.);произв жидкая сталь;произв количество обработок;расход газ Ar;сыпуч известь РП;сыпуч кокс пыль УСТК;сыпуч  шпат плав.;ферспл CaC2;ферспл  FeV-80;ферспл  фх850А;эл. энергия;химсталь первый Al_1;химсталь первый C_1;химсталь первый Cr_1;химсталь первый Cu_1;химсталь первый Mn_1;химсталь первый N_1;химсталь первый Ni_1;химсталь первый P_1;химсталь первый S_1;химсталь первый Si_1;химсталь первый Ti_1;химсталь первый V_1;химсталь последний Al;химсталь последний C;химсталь последний Ca;химсталь последний Cr;химсталь последний Mn;химсталь последний Mo;химсталь последний N;химсталь последний P;химсталь последний S;химсталь последний Si;химсталь последний Ti;химсталь последний V;химшлак первый Al2O3_1;химшлак первый CaO_1;химшлак первый FeO_1;химшлак первый MgO_1;химшлак первый MnO_1;химшлак первый R_1;химшлак первый SiO2_1;химшлак последний Al2O3;химшлак последний CaO;химшлак последний FeO;химшлак последний MgO;химшлак последний MnO;химшлак последний R;химшлак последний SiO2
2681;23,0;41,2333333;3,5575255;0,3589937;0,185099;0,0396012;1542,0;1565,0;13,2106195;12340,4312668;117,2;1,0;17,416;0,274;0,05;0,063;0,02;0,049769;0,261;5087,0;0,001;0,504;0,299;0,099;0,612;0,01;0,069;0,006;0,023;0,419;0,001;0,003;0,002;0,737;0,0004;0,426;0,7829999999999999;0,006999999999999999;0,011;0,006999999999999999;0,018000000000000002;0,56;0,002;0,037000000000000005;3,3;51,9;0,5;15,1;0,23;1,9;27,2;2,9;54,0;0,5;11,2;0,14;2,1;27,2
2682;15,0;42,5166667;3,627636;0,3791674;0,199653;0,0406658;1556,0;1571,0;13,7369176;12167,8939617;118,5;1,0;19,163;0,278;0,05;0,058;0,02;0,051107;0,226;4590,0;0,002;0,499;0,308;0,103;0,624;0,009000000000000001;0,068;0,008;0,023;0,417;0,001;0,003;0,002;0,762;0,0007;0,407;0,8029999999999999;0,006;0,012;0,009000000000000001;0,017;0,5710000000000001;0,002;0,037000000000000005;3,0;44,4;0,3;10,1;0,12;2,1;21,5;2,8;55,8;0,5;11,5;0,11;2,1;27,8
2683;14,0;45,85;3,1359045;0,3525683;0,179207;0,0392845;1598,0;1580,0;12,1747816;12471,9230769;114,8;1,0;17,809;0,227;0,05;0,059;0,02;0,049371;0,173;3603,0;0,002;0,512;0,333;0,09;0,669;0,009000000000000001;0,068;0,008;0,018000000000000002;0,4270000000000001;0,001;0,003;0,003;0,764;0,0003;0,409;0,792;0,006;0,011;0,009000000000000001;0,016;0,5670000000000001;0,002;0,038;3,1;52,6;0,9;16,1;0,34;2,0;26,5;3,0;54,5;0,6;11,5;0,15;2,1;28,0
2684;13,0;46,2333333;3,3741246;0,3072506;0,15751400000000002;0,0405791;1558,0;1571,0;13,0757403;12312,8987517;112,7;1,0;19,748;0,256;0,05;0,03;0,02;0,050998;0,198;4932,0;0,002;0,56;0,324;0,106;0,6579999999999999;0,009000000000000001;0,063;0,006999999999999999;0,017;0,443;0,001;0,003;0,003;0,775;0,0004;0,42;0,785;0,006999999999999999;0,011;0,008;0,015;0,5670000000000001;0,002;0,04;3,2;42,1;0,9;10,4;0,21;2,1;20,1;3,0;53,1;0,6;12,0;0,14;2,1;27,5
2685;18,0;48,3666667;5,6776151;0,4368119000000001;0,185118;0,0404224;1567,0;1621,0;15,586491199999998;14176,1344538;116,1;1,0;24,999;0,375;0,05;0,038;0,02;0,051034;0,262;7029,0;0,002;0,442;0,289;0,09;0,654;0,009000000000000001;0,058;0,006999999999999999;0,021;0,423;0,001;0,003;0,003;0,757;0,0004;0,417;0,7959999999999999;0,005;0,011;0,008;0,013;0,557;0,002;0,039;3,2;50,8;1,3;18,2;0,44;2,0;25,6;3,0;54,7;0,4;12,8;0,15;2,1;27,5
2686;17,0;44,85;3,8190789;0,3485056;0,195405;0,0400539;1581,0;1595,0;10,1230769;12289,8379971;116,2;1,0;15,134;0,193;0,05;0,027000000000000003;0,02;0,050637;0,14800000000000002;4636,0;0,002;0,52;0,353;0,102;0,644;0,008;0,065;0,009000000000000001;0,022;0,423;0,001;0,003;0,003;0,78;0,0004;0,423;0,7959999999999999;0,006999999999999999;0,01;0,01;0,017;0,5660000000000001;0,002;0,038;3,1;51,1;0,9;15,3;0,39;2,0;25,5;3,1;53,6;0,6;12,1;0,2;2,0;26,4
2687;29,0;44,7;2,3114187000000004;0,380386;0,13989;0,0375076;1570,0;1574,0;12,586425300000002;11377,0992366;111,0;1,0;18,544;0,142;0,05;0,031;0,02;0,047418;0,18;4140,0;0,001;0,474;0,326;0,116;0,6609999999999999;0,01;0,081;0,008;0,019;0,449;0,001;0,003;0,003;0,787;0,0004;0,42;0,7859999999999999;0,009000000000000001;0,013;0,009000000000000001;0,016;0,578;0,002;0,037000000000000005;3,8;53,6;0,5;18,7;0,24;2,2;24,5;4,5;51,5;0,8;16,9;0,21;2,1;25,0
2688;23,0;43,55;2,99082745;0,4525315;0,161719;0,0395389;1585,0;1571,0;13,0505166;10917,0953101;117,7;1,0;18,945;0,063;0,05;0,026;0,02;0,049986;0,2;4009,0;0,002;0,451;0,325;0,108;0,657;0,01;0,075;0,009000000000000001;0,024;0,443;0,001;0,003;0,003;0,77;0,0003;0,423;0,782;0,006999999999999999;0,01;0,01;0,016;0,5579999999999999;0,002;0,036000000000000004;4,1;53,2;0,5;16,9;0,2;2,1;24,8;4,9;52,5;0,6;13,7;0,14;2,1;25,6
2689;25,0;44,2333333;3,2527473;0,4087803;0,164525;0,0394812;1548,0;1580,0;10,6079268;12415,2917505;117,8;1,0;15,464;0,152;0,05;0,03;0,02;0,049913;0,249;5142,0;0,001;0,467;0,304;0,131;0,639;0,008;0,094;0,008;0,022;0,435;0,001;0,003;0,003;0,774;0,0004;0,413;0,785;0,011;0,011;0,009000000000000001;0,016;0,57;0,002;0,037000000000000005;4,1;50,4;0,5;14,3;0,2;1,9;26,1;4,0;53,4;0,8;13,7;0,18;2,1;25,4
2690;30,0;40,5166667;2,0;0,3782937;0,193205;0,0399961;1578,0;1582,0;9,6765286;12327,1777003;115,2;1,0;12,265;0,226;0,05;0,071;0,02;0,050564;0,171;3931,0;0,002;0,457;0,334;0,115;0,677;0,008;0,081;0,009000000000000001;0,023;0,422;0,001;0,003;0,002;0,772;0,0003;0,428;0,7859999999999999;0,008;0,01;0,01;0,019;0,573;0,003;0,038;3,4;53,3;0,5;15,5;0,16;2,1;24,9;3,5;53,9;1,0;13,5;0,3;2,1;25,9
2691;29,0;42,3833333;3,0;0,3865442;0,160914;0,0382797;1578,0;1580,0;10,5531348;12059,352518000003;112,5;1,0;7,481;0,124;0,05;0,055;0,02;0,048394;0,18600000000000005;3725,0;0,002;0,472;0,324;0,099;0,703;0,009000000000000001;0,075;0,01;0,021;0,433;0,001;0,003;0,003;0,773;0,0003;0,413;0,785;0,006999999999999999;0,011;0,011;0,016;0,565;0,002;0,037000000000000005;3,7;54,1;0,3;14,7;0,2;2,1;25,6;3,5;54,7;0,4;10,2;0,12;2,1;26,5
2692;28,0;39,8833333;2,0;0,4268882000000001;0,258902;0,0396813;1591,0;1576,0;12,1832846;11923,902439;118,2;1,0;16,197;0,326;0,05;0,03;0,02;0,050166;0,206;3395,0;0,002;0,456;0,319;0,116;0,657;0,01;0,08800000000000001;0,01;0,023;0,384;0,001;0,003;0,003;0,764;0,0003;0,417;0,802;0,012;0,012;0,01;0,017;0,5760000000000001;0,002;0,037000000000000005;4,1;49,0;0,5;17,1;0,34;1,9;25,8;3,5;52,5;1,0;12,5;0,32;2,1;25,3
2693;17,0;47,0333333;2,7772455000000003;0,4999508;0,210527;0,0387661;1551,0;1577,0;11,2748447;12178,3103655;116,9;1,0;17,642;0,162;0,05;0,042;0,02;0,049009;0,264;5646,0;0,001;0,407;0,28800000000000003;0,111;0,5820000000000001;0,009000000000000001;0,075;0,006;0,025;0,399;0,001;0,002;0,002;0,785;0,0002;0,421;0,784;0,008;0,012;0,006999999999999999;0,021;0,569;0,002;0,035;3,1;49,3;0,9;11,9;0,14;2,1;23,2;3,6;59,9;0,6;4,5;0,1;2,2;27,2
2694;8,0;50,8833333;2,4927798;0,3920486;0,162753;0,0396244;1571,0;1577,0;12,4248935;10930,750605299998;111,0;1,0;21,074;0,135;0,05;0,031;0,02;0,050094;0,238;5016,0;0,001;0,482;0,299;0,124;0,622;0,01;0,069;0,008;0,025;0,434;0,001;0,002;0,002;0,7979999999999999;0,0005;0,419;0,7879999999999999;0,006;0,011;0,008;0,016;0,56;0,002;0,039;3,4;52,5;0,5;18,2;0,19;2,1;24,6;3,5;52,5;0,7;17,2;0,19;2,1;24,6
2695;17,0;42,8666667;2,8392139;0,4310021;0,199785;0,0405111;1566,0;1569,0;9,9874806;12018,0045011;119,0;1,0;14,271;0,194;0,05;0,036000000000000004;0,02;0,051215;0,243;4450,0;0,001;0,447;0,305;0,125;0,612;0,009000000000000001;0,075;0,006999999999999999;0,024;0,406;0,001;0,002;0,003;0,7759999999999999;0,0003;0,419;0,7829999999999999;0,006999999999999999;0,01;0,008;0,016;0,5529999999999999;0,002;0,037000000000000005;3,3;49,5;1,3;16,0;0,47;2,0;24,4;4,2;51,7;1,0;15,0;0,17;2,0;25,6
2696;18,0;44,6666667;3,4074074;0,433174;0,186319;0,0399392;1560,0;1573,0;10,7919252;12375,6676558;117,1;1,0;16,038;0,201;0,05;0,04;0,02;0,050492;0,22;4634,0;0,002;0,439;0,312;0,111;0,633;0,009000000000000001;0,07;0,008;0,023;0,414;0,001;0,003;0,003;0,773;0,0004;0,42;0,79;0,006;0,011;0,009000000000000001;0,017;0,5660000000000001;0,002;0,038;3,3;49,0;1,0;16,4;0,52;1,9;26,0;4,0;51,4;0,7;15,9;0,17;2,0;26,2
2697;20,0;44,5;3,6212785;0,4144546;0,176619;0,0395097;1568,0;1580,0;11,1694737;12377,0642202;113,6;1,0;16,506;0,353;0,05;0,049;0,02;0,049949;0,218;4497,0;0,001;0,436;0,308;0,127;0,627;0,01;0,079;0,008;0,024;0,425;0,001;0,002;0,003;0,774;0,0004;0,419;0,7879999999999999;0,006999999999999999;0,011;0,008;0,016;0,552;0,002;0,038;3,4;50,9;0,8;16,9;0,53;1,9;26,3;3,7;52,1;0,8;16,4;0,27;2,0;25,9
2698;19,0;46,6666667;3,1218791;0,5110871;0,243171;0,0384228;1590,0;1581,0;11,6932379;11997,8761062;113,3;1,0;18,157;0,281;0,05;0,077;0,02;0,048575;0,293;3766,0;0,002;0,371;0,27;0,103;0,595;0,008;0,07200000000000001;0,009000000000000001;0,023;0,363;0,001;0,002;0,003;0,755;0,0004;0,415;0,7909999999999999;0,006999999999999999;0,01;0,01;0,015;0,56;0,002;0,038;3,3;47,5;1,8;22,8;0,55;1,9;24,7;3,4;54,6;0,5;11,6;0,16;2,1;26,7
2699;24,0;42,2;2,5787879;0,361383;0,1353;0,0377647;1565,0;1577,0;11,1774882;11828,9634146;109,4;1,0;15,723;0,209;0,05;0,041;0,02;0,047743;0,19;4311,0;0,002;0,482;0,319;0,115;0,6829999999999999;0,01;0,099;0,008;0,021;0,451;0,001;0,003;0,003;0,774;0,0003;0,421;0,7809999999999999;0,01;0,011;0,009000000000000001;0,015;0,546;0,002;0,038;3,3;49,2;1,2;17,3;0,48;1,9;25,7;3,8;52,7;0,9;14,9;0,23;2,0;25,9
2700;22,0;50,5666667;5,170218900000001;0,2020893;0,122343;0,0385352;1542,0;1624,0;14,2457482;13538,9983118;113,3;1,0;12,005999999999998;0,23;0,259;0,05;0,02;0,048756;0,219;6683,0;0,002;0,591;0,312;0,098;0,722;0,008;0,073;0,01;0,018000000000000002;0,472;0,002;0,003;0,003;0,767;0,0005;0,422;0,787;0,006;0,009000000000000001;0,011;0,012;0,541;0,002;0,038;3,8;53,7;0,9;14,0;0,19;2,2;24,0;3,4;55,9;0,9;11,8;0,19;2,1;26,5
2701;23,0;46,71666670000001;4,1595867;0,32237340000000003;0,133528;0,0394597;1534,0;1589,0;11,5283237;13455,849056600002;116,7;1,0;17,727999999999994;0,128;0,05;0,077;0,02;0,049949;0,222;5943,0;0,002;0,519;0,305;0,093;0,682;0,008;0,063;0,009000000000000001;0,019;0,449;0,002;0,003;0,003;0,75;0,0002;0,416;0,787;0,005;0,01;0,009000000000000001;0,013;0,561;0,003;0,038;3,4;57,9;0,3;12,0;0,14;2,3;25,4;3,3;58,9;0,4;12,3;0,15;2,3;25,9
2702;6,0;49,3666667;3,4049587;0,3190603;0,142999;0,0390884;1574,0;1579,0;8,01553;12136,3443896;114,4;1,0;13,19;0,087;0,05;0,05;0,02;0,049479;0,249;4777,0;0,002;0,516;0,298;0,099;0,662;0,01;0,068;0,008;0,022;0,458;0,002;0,003;0,003;0,764;0,0003;0,42;0,782;0,006;0,012;0,008;0,017;0,545;0,002;0,037000000000000005;3,0;48,4;0,7;10,3;0,11;2,5;19,5;3,7;56,4;0,5;14,7;0,1;2,5;22,8
2703;10,0;48,3333333;3,9959807;0,4739368;0,25176;0,0387456;1551,0;1586,0;10,9714286;12955,7591623;112,9;1,0;17,472;0,217;0,05;0,049;0,02;0,049045;0,344;5499,0;0,002;0,38;0,245;0,119;0,555;0,009000000000000001;0,078;0,006999999999999999;0,023;0,36;0,001;0,002;0,003;0,7509999999999999;0,0003;0,415;0,78;0,006;0,011;0,008;0,016;0,551;0,002;0,037000000000000005;3,6;49,6;1,1;20,8;0,34;2,1;23,7;3,5;57,0;0,8;9,5;0,15;2,2;25,8
2704;19,0;41,1666667;3,6763173;0,3304999;0,144728;0,0382313;1561,0;1578,0;10,8220859;13000,695652200002;111,2;1,0;14,7;0,189;0,05;0,06;0,02;0,048394;0,217;4153,0;0,002;0,503;0,303;0,096;0,6829999999999999;0,009000000000000001;0,065;0,008;0,022;0,451;0,001;0,003;0,003;0,77;0,0003;0,413;0,79;0,005;0,01;0,009000000000000001;0,013;0,5529999999999999;0,002;0,038;3,4;51,9;1,2;16,3;0,35;2,0;25,6;3,1;55,0;0,6;12,5;0,2;2,0;27,5
2705;13,0;41,8666667;2,9551038;0,3722041;0,146982;0,0398026;1579,0;1581,0;8,8883588;11883,0365511;116,9;1,0;10,35;0,166;0,05;0,061;0,02;0,050383;0,203;3522,0;0,002;0,493;0,322;0,092;0,69;0,009000000000000001;0,062;0,01;0,021;0,44;0,001;0,003;0,003;0,777;0,0003;0,416;0,785;0,005;0,011;0,01;0,013;0,5589999999999999;0,002;0,038;3,6;50,7;0,6;13,8;0,25;2,1;24,5;3,7;55,7;0,5;11,9;0,09;2,2;25,9
2706;11,0;42,5333333;3,0;0,3959064000000001;0,183175;0,0402884;1591,0;1579,0;11,2198704;12245,8221024;116,8;1,0;15,873;0,174;0,05;0,05;0,02;0,050998;0,212;3786,0;0,002;0,468;0,311;0,094;0,639;0,009000000000000001;0,062;0,009000000000000001;0,024;0,421;0,001;0,003;0,003;0,767;0,0005;0,414;0,7909999999999999;0,006;0,011;0,01;0,014;0,5579999999999999;0,002;0,038;3,5;51,2;0,6;14,0;0,24;2,1;24,4;3,1;56,9;0,4;11,4;0,15;2,3;25,2
2707;9,0;42,21666670000001;3,0;0,3626693;0,164894;0,0396027;1594,0;1583,0;11,5947774;12279,8833819;114,8;1,0;16,281;0,173;0,05;0,061;0,02;0,05013;0,219;3510,0;0,002;0,489;0,309;0,096;0,6609999999999999;0,009000000000000001;0,07;0,008;0,021;0,435;0,001;0,003;0,003;0,755;0,0003;0,409;0,7959999999999999;0,006;0,01;0,008;0,012;0,5539999999999999;0,002;0,039;3,4;52,0;1,0;15,6;0,32;2,1;25,3;4,3;55,4;0,9;14,4;0,09;2,2;25,3
2708;11,0;44,05;1,6503368000000005;0,4685460999999999;0,229923;0,0384596;1602,0;1581,0;14,1710029;10934,0782123;112,8;1,0;20,607;0,44;0,05;0,028;0,02;0,048683;0,263;3262,0;0,001;0,39;0,287;0,114;0,5920000000000001;0,009000000000000001;0,07200000000000001;0,006999999999999999;0,024;0,392;0,001;0,002;0,003;0,764;0,0003;0,425;0,7909999999999999;0,006;0,01;0,008;0,013;0,565;0,002;0,037000000000000005;3,7;48,6;0,8;20,2;0,47;1,8;26,4;3,3;58,5;0,4;12,7;0,15;2,3;25,8
2709;9,0;44,3666667;2,99082745;0,3722364;0,141825;0,0382028;1583,0;1571,0;9,4498306;12365,3571429;112,4;1,0;13,949000000000002;0,171;0,05;0,031;0,02;0,048358;0,212;3847,0;0,002;0,48;0,31;0,098;0,684;0,009000000000000001;0,08;0,006999999999999999;0,019;0,447;0,001;0,002;0,004;0,768;0,0007;0,417;0,787;0,006;0,011;0,008;0,014;0,568;0,002;0,037000000000000005;3,4;53,5;0,7;16,4;0,28;2,0;26,2;3,6;50,3;0,8;10,1;0,11;2,2;22,5
2710;11,0;48,0166667;2,99082745;0,4104651;0,174497;0,040774300000000006;1572,0;1567,0;7,558633199999999;12070,588235299998;119,6;1,0;11,613;0,14800000000000002;0,05;0,038;0,02;0,051613;0,233;4389,0;0,002;0,47;0,302;0,096;0,647;0,009000000000000001;0,066;0,008;0,02;0,445;0,001;0,002;0,003;0,785;0,0003;0,416;0,784;0,006;0,011;0,009000000000000001;0,014;0,5720000000000001;0,002;0,037000000000000005;3,4;56,8;0,3;14,6;0,11;2,2;26,1;3,5;57,5;0,7;11,2;0,11;2,2;26,5
2711;15,0;45,5333333;2,545809;0,3800052;0,13977699999999998;0,0402031;1597,0;1574,0;16,054315300000006;11666,25;117,4;1,0;23,252;0,224;0,05;0,031;0,02;0,05089;0,21600000000000005;3111,0;0,002;0,478;0,31;0,108;0,687;0,01;0,073;0,01;0,023;0,459;0,001;0,003;0,003;0,755;0,0004;0,416;0,784;0,006;0,011;0,01;0,016;0,57;0,002;0,038;3,9;51,2;1,1;14,6;0,41;2,0;25,5;3,5;57,8;0,8;10,1;0,15;2,2;26,2
2712;16,0;53,2833333;2,99082745;0,3464884;0,154945;0,0387171;1583,0;1576,0;8,8781784;12185,0796312;114,0;1,0;15,595999999999998;0,203;0,05;0,059;0,02;0,049009;0,172;4038,0;0,002;0,48;0,332;0,111;0,6829999999999999;0,01;0,07200000000000001;0,009000000000000001;0,023;0,444;0,001;0,003;0,003;0,763;0,0004;0,42;0,787;0,006999999999999999;0,012;0,011;0,015;0,5710000000000001;0,002;0,037000000000000005;4,0;51,3;0,6;16,2;0,5;2,0;25,4;4,1;53,2;1,0;14,2;0,15;2,1;25,8
2713;22,0;53,8833333;2,4288046000000003;0,3895;0,130221;0,042231800000000014;1583,0;1596,0;10,6273201;11900,057438299998;113,8;1,0;14,155;0,341;0,334;0,068;0,02;0,053458000000000006;0,2;5755,0;0,002;0,408;0,325;0,129;0,6629999999999999;0,009000000000000001;0,08;0,01;0,029;0,448;0,001;0,003;0,003;0,773;0,0003;0,414;0,802;0,006999999999999999;0,013;0,01;0,014;0,5660000000000001;0,003;0,037000000000000005;4,3;51,4;0,8;16,2;0,14;2,1;24,9;7,2;57,8;0,5;9,8;0,08;2,7;21,7
2714;25,0;44,0;2,99082745;0,3661412;0,152586;0,040774300000000006;1566,0;1578,0;8,4586814;12452,0351157;119,0;1,0;11,868;0,21600000000000005;0,05;0,045;0,02;0,051613;0,196;4334,0;0,002;0,485;0,321;0,106;0,684;0,01;0,067;0,01;0,023;0,446;0,001;0,003;0,003;0,767;0,0002;0,417;0,7879999999999999;0,006;0,011;0,01;0,016;0,557;0,002;0,038;4,2;53,1;0,6;16,7;0,38;2,1;25,0;3,3;55,9;0,7;11,6;0,12;2,1;27,1
2715;21,0;44,5333333;2,99082745;0,3149791;0,111625;0,0384888;1547,0;1573,0;8,886826300000003;11644,596443200002;112,7;1,0;13,192;0,172;0,05;0,039;0,02;0,04872;0,153;4729,0;0,002;0,495;0,345;0,101;0,6970000000000001;0,01;0,077;0,009000000000000001;0,025;0,472;0,002;0,003;0,003;0,764;0,0003;0,421;0,79;0,006;0,012;0,01;0,017;0,5589999999999999;0,002;0,038;3,2;54,4;0,2;13,2;0,5;2,0;26,9;4,2;49,0;0,7;10,5;0,15;2,2;22,6
2716;24,0;49,25;2,99082745;0,3627951;0,130555;0,039660400000000005;1573,0;1578,0;9,7317343;38216,81759380001;115,6;1,0;8,791;0,131;0,05;0,044;0,02;0,050203;0,133;8206,0;0,001;0,422;0,35200000000000004;0,116;0,6779999999999999;0,01;0,09;0,011;0,025;0,44;0,001;0,002;0,003;0,784;0,0003;0,419;0,795;0,008;0,012;0,011;0,017;0,56;0,003;0,039;3,8;54,6;1,0;13,9;0,2;2,2;25,0;4,6;55,3;0,7;11,2;0,08;2,2;25,4
2717;25,0;44,1666667;4,955663;0,4302072;0,109301;0,0929247;1550,0;1614,0;11,8506356;14345,7177322;114,4;1,0;6,215;0,201;0,05;0,039;0,02;0,102358;0,17600000000000002;6607,0;0,002;0,529;0,217;0,116;0,72;0,008;0,07400000000000001;0,011;0,023;0,462;0,001;0,004;0,003;0,8540000000000001;0,0003;0,304;0,81;0,006;0,016;0,012;0,016;0,541;0,003;0,086;3,7;54,6;0,7;15,2;0,28;2,2;24,8;4,2;53,5;0,8;11,1;0,12;2,3;23,6
2718;27,0;42,8666667;2,7728599;0,4539695;0,102524;0,0944879;1561,0;1593,0;12,3639344;12020,4220558;116,7;1,0;9,637;0,129;0,05;0,042;0,02;0,104275;0,185;4905,0;0,001;0,511;0,209;0,117;0,669;0,011;0,096;0,01;0,024;0,467;0,001;0,003;0,002;0,848;0,0005;0,304;0,799;0,01;0,016;0,011;0,016;0,5429999999999999;0,002;0,084;3,8;55,9;0,7;12,3;0,15;2,3;24,4;5,9;56,9;0,6;9,8;0,13;2,4;23,5
2719;34,0;48,05;2,0;0,477865;0,066646;0,0929623;1544,0;1589,0;17,725465300000003;11674,9852158;114,7;1,0;10,847;0,161;0,29600000000000004;0,041;0,02;0,102177;0,15;5484,0;0,002;0,439;0,229;0,123;0,687;0,01;0,085;0,008;0,023;0,473;0,002;0,003;0,003;0,861;0,0003;0,305;0,794;0,01;0,014;0,009000000000000001;0,017;0,517;0,003;0,084;4,2;57,0;1,0;8,9;0,16;2,4;23,8;6,4;56,7;0,7;8,3;0,12;2,5;22,9
2720;41,0;43,0333333;3,0;0,4241108;0,099632;0,0923361;1560,0;1596,0;10,9280504;12611,663067;113,8;1,0;13,484000000000002;0,128;0,05;0,05;0,02;0,101671;0,16399999999999998;4866,0;0,002;0,524;0,218;0,098;0,731;0,009000000000000001;0,066;0,009000000000000001;0,019;0,462;0,002;0,003;0,003;0,853;0,0003;0,301;0,816;0,006;0,013;0,01;0,016;0,5379999999999999;0,003;0,086;4,0;49,0;0,7;10,3;0,09;2,3;21,8;5,8;56,0;0,9;9,0;0,12;2,5;22,0
2721;50,0;41,05;3,7282416;0,4724967000000001;0,112321;0,0937594;1546,0;1584,0;10,723348;13208,1081081;115,4;1,0;4,057;0,13;0,05;0,051;0,02;0,103299;0,171;4887,0;0,001;0,506;0,217;0,112;0,69;0,008;0,075;0,006999999999999999;0,02;0,457;0,002;0,003;0,003;0,846;0,0003;0,298;0,802;0,008;0,015;0,009000000000000001;0,016;0,5479999999999999;0,003;0,085;3,5;47,8;0,9;9,9;0,16;2,4;20,3;4,3;56,3;1,0;7,9;0,15;2,3;24,8
2722;50,0;42,0166667;3,5666667000000003;0,543276;0,159567;0,0973875;1565,0;1578,0;11,5958168;13613,3444537;119,4;1,0;8,932;0,152;0,05;0,085;0,02;0,107458;0,19;4534,0;0,002;0,468;0,212;0,111;0,6609999999999999;0,009000000000000001;0,073;0,009000000000000001;0,022;0,424;0,001;0,003;0,003;0,8690000000000001;0,0003;0,302;0,7929999999999999;0,008;0,016;0,01;0,016;0,544;0,002;0,085;4,0;54,3;0,8;10,4;0,1;2,3;23,2;4,4;53,3;1,0;9,9;0,23;2,2;24,1
2723;52,0;43,8666667;3,0403507000000003;0,5761109000000001;0,194508;0,0937082;1617,0;1592,0;16,05;11247,8632479;115,2;1,0;11,877;0,196;0,05;0,029;0,02;0,103335;0,247;3290,0;0,001;0,414;0,17600000000000002;0,097;0,598;0,01;0,065;0,009000000000000001;0,022;0,387;0,001;0,002;0,002;0,858;0,0003;0,294;0,8;0,006;0,016;0,01;0,021;0,5579999999999999;0,003;0,085;4,1;45,1;0,8;26,3;0,17;1,9;24,3;4,0;58,4;1,0;8,0;0,16;2,3;26,0
2724;34,0;45,85;3,6590258;0,442095;0,098883;0,0931004;1561,0;1575,0;13,546358800000002;10956,302521;113,9;1,0;8,474;0,185;0,05;0,042;0,02;0,102431;0,15;4346,0;0,002;0,505;0,225;0,09;0,7190000000000001;0,009000000000000001;0,067;0,011;0,02;0,465;0,002;0,004;0,003;0,846;0,0004;0,298;0,79;0,005;0,015;0,012;0,017;0,522;0,002;0,084;3,9;57,5;0,5;9,6;0,1;2,5;23,2;3,7;57,7;0,7;8,6;0,1;2,5;23,1
2725;43,0;41,5166667;3,6169254;0,5112607;0,095376;0,094831;1559,0;1582,0;12,6261868;13217,1428571;116,8;1,0;9,161;0,106;0,05;0,04;0,02;0,104203;0,181;4369,0;0,002;0,472;0,213;0,087;0,71;0,009000000000000001;0,065;0,009000000000000001;0,02;0,457;0,002;0,004;0,003;0,861;0,0006;0,301;0,794;0,006999999999999999;0,015;0,01;0,016;0,536;0,003;0,085;3,5;50,0;0,6;9,3;0,12;2,4;21,0;5,8;56,9;0,9;9,4;0,15;2,4;24,1
2726;46,0;40,2;2,9140893;0,5797346999999999;0,150497;0,0957414;1603,0;1582,0;18,2799707;12434,1573034;117,7;1,0;13,842;0,261;0,05;0,042;0,02;0,106264;0,201;3074,0;0,001;0,436;0,204;0,08199999999999999;0,639;0,011;0,068;0,006999999999999999;0,018000000000000002;0,404;0,001;0,003;0,002;0,851;0,0007;0,299;0,785;0,006;0,021;0,008;0,013;0,525;0,002;0,084;4,1;50,5;1,3;15,7;0,25;2,0;25,4;6,3;55,5;0,7;10,0;0,1;2,5;22,3
2727;13,0;45,35;3,0403507000000003;0,508143;0,138103;0,0938809;1600,0;1574,0;16,1840614;11240,8163265;115,4;1,0;15,231;0,14800000000000002;0,05;0,108;0,02;0,104094;0,19;3519,0;0,002;0,469;0,21;0,09;0,6729999999999999;0,009000000000000001;0,067;0,006999999999999999;0,018000000000000002;0,433;0,001;0,004;0,002;0,852;0,0003;0,302;0,795;0,006999999999999999;0,016;0,009000000000000001;0,016;0,5429999999999999;0,002;0,085;3,7;50,8;1,3;20,9;0,28;2,1;23,6;3,4;53,2;1,0;11,7;0,36;2,1;27,4
2728;17,0;42,8333333;3,3500325;0,4748755;0,102762;0,0938048;1578,0;1581,0;17,7363905;11876,217765;115,3;1,0;19,983;0,171;0,05;0,051;0,02;0,104058;0,165;3454,0;0,002;0,5;0,22;0,1;0,7;0,01;0,073;0,009000000000000001;0,018000000000000002;0,454;0,002;0,003;0,003;0,858;0,0003;0,302;0,7859999999999999;0,006;0,015;0,01;0,015;0,539;0,002;0,085;3,7;53,2;0,5;16,6;0,18;2,1;24,8;4,4;53,3;0,6;11,8;0,15;2,2;23,7
2729;21,0;47,3666667;3,63879;0,4268122;0,099933;0,0918834;1539,0;1575,0;23,2206844;12706,1630219;113,8;1,0;16,964000000000002;0,129;0,05;0,061;0,02;0,102214;0,126;5326,0;0,002;0,501;0,238;0,104;0,733;0,01;0,077;0,01;0,02;0,464;0,002;0,004;0,003;0,865;0,0003;0,297;0,8;0,006999999999999999;0,016;0,012;0,014;0,52;0,003;0,085;3,3;48,9;0,6;10,1;0,14;2,4;20,5;5,4;55,8;1,0;8,8;0,14;2,3;23,8
